Day,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2025-09-17,LTSE (L),661565,276558,438313,1376436,22730173.180000,9486236.140000,19845857.273600,52062266.593600,5168,2360,6157,13685
2025-09-17,NYSE Texas (M),14060755,18340414,20692885,53094054,863830489.101400,1871553630.494999,2941128406.048899,5676512525.645298,25705,12016,33504,71225
2025-09-17,NYSE (N),1288144530,151943832,202027161,1642115523,69954931520.863203,8590088386.851800,7227030068.928801,85772049976.643804,6960070,687224,1503856,9151150
2025-09-17,NYSE Arca (P),315400833,667152570,946793695,1929347098,15367330211.260795,52561255953.449419,47847210816.184389,115775796980.894603,3855161,3360054,8364345,15579560
2025-09-17,NASDAQ (Q),581987578,330606353,1885333836,2797927767,34680917929.287603,33033743586.448915,120740508231.581266,188455169747.317784,8687535,2400369,14069935,25157839
2025-09-17,Members Exchange (U),86741045,112934690,192678023,392353758,3998145493.463699,5735332662.339703,8185301353.172902,17918779508.976304,844579,497033,1190106,2531718
2025-09-17,Investors Exchange (V),238534181,107260818,247700248,593495247,11462738258.991698,6562632292.389000,11999025430.272105,30024395981.652803,2606996,487377,2310565,5404938
2025-09-17,NASDAQ PSX (X),9174061,6340177,9816556,25330794,534824171.830000,832821770.509300,697481945.971200,2065127888.310500,139131,36789,141954,317874
2025-09-17,BYX Equities (Y),38260722,31476150,54687920,124424792,1664970891.798100,1708202497.480600,2225361988.540100,5598535377.818800,452841,186865,521275,1160981
2025-09-17,BZX Equities (Z),210796758,198893251,306883502,716573511,11844449157.767699,15339711981.193997,18363929019.570796,45548090158.532492,3193103,1184539,3491299,7868941
2025-09-16,NYSE American (A),6227954,29418034,7655639,43301627,369061620.972300,468132870.142400,412294809.227100,1249489300.341800,65579,101831,67002,234412
2025-09-16,NASDAQ BX (B),14672160,9198607,20462212,44332979,1058517251.412000,523657063.859700,1187129724.907400,2769304040.179100,199638,57286,225088,482012
2025-09-16,NYSE National (C),24913464,13577223,27579338,66070025,874866395.684700,714035002.920200,1018971854.927500,2607873253.532400,271049,90896,271433,633378
2025-09-16,FINRA / Nasdaq TRF Chicago (DB),14517616,7520377,29198765,51236758,786290512.901600,364070774.073000,1821018552.933099,2971379839.907699,92464,31483,173330,297277
2025-09-16,FINRA / NYSE TRF (DN),97229937,67102490,282658216,446990643,4033690728.491600,2238407799.567400,7365811697.630600,13637910225.689600,608332,184367,867344,1660043
2025-09-16,FINRA / Nasdaq TRF Carteret (DQ),2545973470,1812973330,4354517481,8713464281,120383851530.903607,96214776842.249149,168744332070.752785,385342960443.905541,17550615,4897303,20710907,43158825
2025-09-16,MIAX Pearl (H),35057905,49766169,101456364,186280438,1274536422.672600,2535304837.881900,2735998571.371598,6545839831.926098,304529,198218,489675,992422
2025-09-16,EDGA Equities (J),25965021,23818685,69573620,119357326,1114096554.750400,1213835531.350200,1500497423.996600,3828429510.097200,369766,126027,479107,974900
2025-09-16,EDGX Equities (K),153130480,145090112,476961598,775182190,7795858832.300204,9223505717.201100,16222377095.012912,33241741644.514216,1713625,832146,3606423,6152194
2025-09-16,LTSE (L),365069,201929,523457,1090455,22029920.455000,5435919.868600,17222298.626800,44688138.950400,5010,929,4991,10930
2025-09-16,NYSE Texas (M),15013788,13713066,23070543,51797397,1042019593.852400,1517383382.011800,3232091331.143500,5791494307.007700,21983,8114,27087,57184
2025-09-16,NYSE (N),1201436944,87394887,140306145,1429137976,69057441397.979711,5193629526.252500,5612741676.265605,79863812600.497816,6206577,443889,1302288,7952754
2025-09-16,NYSE Arca (P),272397195,464328845,899283690,1636009730,14203898930.981805,35487203866.742514,33406588240.634497,83097691038.358816,3377298,2217376,7571259,13165933
2025-09-16,NASDAQ (Q),499390677,222221540,1630713665,2352325882,31472094112.832096,20825482263.217593,108771161621.765375,161068737997.815064,7555905,1544047,11969628,21069580
2025-09-16,Members Exchange (U),72392271,72013254,177170465,321575990,3314083824.721001,4357547004.652002,6013161329.985999,13684792159.359002,704006,340155,990902,2035063
2025-09-16,Investors Exchange (V),230694227,86993678,228880327,546568232,11300687379.297000,5253889448.453798,10895911103.653800,27450487931.404598,2485243,428093,2195452,5108788
2025-09-16,NASDAQ PSX (X),6145283,3572514,7256526,16974323,437635686.405000,347661070.743700,519903719.374000,1305200476.522700,111850,20668,115316,247834
2025-09-16,BYX Equities (Y),36743759,28445168,57517655,122706582,1462617859.167400,1569945002.471899,1845022419.312200,4877585280.951499,429541,175725,511565,1116831
2025-09-16,BZX Equities (Z),194190818,143033250,256142922,593366990,11242153050.962703,11831307546.759001,15791504004.415403,38864964602.137107,2898881,781283,3073376,6753540
2025-09-15,NYSE American (A),4918840,46307669,7464326,58690835,241978805.109900,515115533.589900,343406286.097800,1100500624.797600,55754,129835,59060,244649
2025-09-15,NASDAQ BX (B),11905317,9287451,21729408,42922176,970136030.200000,414187352.010300,1268985650.800800,2653309033.011100,189744,59822,241656,491222
2025-09-15,NYSE National (C),21421435,13514114,29046897,63982446,820490115.959000,587560076.038400,1009329937.604400,2417380129.601800,261079,87367,280515,628961
2025-09-15,FINRA / Nasdaq TRF Chicago (DB),13110516,8304990,32046298,53461804,689484859.291800,378817550.871600,2366098452.479800,3434400862.643200,96533,38481,202557,337571
2025-09-15,FINRA / NYSE TRF (DN),95843460,102279058,301716826,499839344,3966859106.016900,2772677553.414500,8576812679.270097,15316349338.701497,650598,238256,996060,1884914
2025-09-15,FINRA / Nasdaq TRF Carteret (DQ),2459530301,1940042315,4434001494,8833574110,114451023557.066722,71040844423.679932,189365849732.927748,374857717713.674402,17555042,5521193,22109256,45185491
2025-09-15,MIAX Pearl (H),31926386,59695606,105487772,197109764,1164364721.110800,2260318552.739601,3103842656.845101,6528525930.695502,307848,220548,546463,1074859
2025-09-15,EDGA Equities (J),23743363,50255992,75686577,149685932,1079940846.196000,1281524482.410601,1716993625.784700,4078458954.391301,379878,181552,530655,1092085
2025-09-15,EDGX Equities (K),146164298,194999343,550767296,891930937,7401598080.692498,8311287963.129402,20176525874.923813,35889411918.745713,1705781,1029421,3915521,6650723
2025-09-15,LTSE (L),398589,295516,646485,1340590,21997364.645000,7485949.105400,19937931.987100,49421245.737500,5096,1078,6360,12534
2025-09-15,NYSE Texas (M),12795009,15398999,22453967,50647975,1276025699.336401,2194462627.203200,3083873239.980799,6554361566.520400,23778,7726,32845,64349
2025-09-15,NYSE (N),1065359231,77935150,149429312,1292723693,59054534929.876495,4681742072.504099,5743719279.256801,69479996281.637395,6009404,432664,1335366,7777434
2025-09-15,NYSE Arca (P),252009739,661959567,926499851,1840469157,13122302529.906199,34481373901.407386,37543112357.757886,85146788789.071471,3242659,2884427,7518915,13646001
2025-09-15,NASDAQ (Q),478343402,240361516,1690646152,2409351070,29783033621.225908,20737122650.294797,110624094425.690030,161144250697.210735,7511543,1636507,13001514,22149564
2025-09-15,Members Exchange (U),69272088,83560883,191022243,343855214,3328463069.216601,4086668455.527800,8001969373.991806,15417100898.736207,688528,358657,1126331,2173516
2025-09-15,Investors Exchange (V),218965329,82342838,234945591,536253758,10760647675.169699,4643841672.443100,11570344780.768206,26974834128.381005,2499147,400774,2289868,5189789
2025-09-15,NASDAQ PSX (X),5127666,3953124,8692489,17773279,382892753.156500,328445472.489700,555977598.051500,1267315823.697700,100687,21260,120711,242658
2025-09-15,BYX Equities (Y),34473954,30687115,59321077,124482146,1417734243.923500,1206977269.600600,2030040913.050501,4654752426.574601,445380,167234,544961,1157575
2025-09-15,BZX Equities (Z),187991567,146908430,282727442,617627439,10814636918.577998,11350941411.174301,16714663057.752102,38880241387.504401,2903046,811938,3244859,6959843
2025-09-12,NYSE American (A),4575641,30467568,7706584,42749793,240326299.462000,421721792.630100,312282184.136200,974330276.228300,50315,92945,60552,203812
2025-09-12,NASDAQ BX (B),11844376,7471782,20438165,39754323,905970267.035000,387922865.474800,1209036893.867500,2502930026.377300,174951,47594,228496,451041
2025-09-12,NYSE National (C),19210073,11859005,30687064,61756142,730710651.845300,647457380.768300,1033971395.438400,2412139428.052000,243516,78332,279253,601101
2025-09-12,FINRA / Nasdaq TRF Chicago (DB),12370169,7371523,36167503,55909195,704498669.021900,360164672.587000,2359552818.049301,3424216159.658201,86085,29398,197641,313124
2025-09-12,FINRA / NYSE TRF (DN),88614781,83994692,319068505,491677978,3687282969.130401,1897478218.886500,8756397965.880911,14341159153.897812,574682,183898,908401,1666981
2025-09-12,FINRA / Nasdaq TRF Carteret (DQ),2221336893,1492318128,4527725989,8241381010,106993936946.380888,63696050449.916781,187661002445.212360,358350989841.510029,16041993,4341294,20860164,41243451
2025-09-12,MIAX Pearl (H),30178050,48968008,120467326,199613384,1075362902.705300,2249864933.975001,3346203674.576800,6671431511.257101,281003,181352,556156,1018511
2025-09-12,EDGA Equities (J),23739687,39932161,72523247,136195095,1080318841.014100,1274407258.369400,1688732673.939600,4043458773.323100,357860,126375,499842,984077
2025-09-12,EDGX Equities (K),136694934,136158507,544767963,817621404,6811493444.198501,7609142932.181898,18719481558.853293,33140117935.233692,1455795,686847,3424647,5567289
2025-09-12,LTSE (L),296834,151983,529588,978405,17311642.445000,7099928.990000,21300389.448300,45711960.883300,3990,1587,4971,10548
2025-09-12,NYSE Texas (M),32016835,15959549,38028095,86004479,2044586329.731900,3131744441.097400,8995899921.156703,14172230691.986003,27099,7242,33373,67714
2025-09-12,NYSE (N),1008979492,71291054,160052921,1240323467,58470604153.770295,4536356189.714301,5843606628.699602,68850566972.184198,5457798,382947,1288442,7129187
2025-09-12,NYSE Arca (P),239085081,434773891,919101564,1592960536,12404103037.939196,32078072608.001206,33017093820.196393,77499269466.136795,2983363,2015250,7085232,12083845
2025-09-12,NASDAQ (Q),427371479,192700084,1696089669,2316161232,26814531933.603693,18963733294.827508,108379066807.780183,154157332036.211384,6572975,1382362,12125387,20080724
2025-09-12,Members Exchange (U),59349352,68661957,192396123,320407432,2939829823.175200,4988943711.410700,6759128187.560199,14687901722.146099,588260,301851,986988,1877099
2025-09-12,Investors Exchange (V),201728969,79078173,254006520,534813662,9950163396.701998,4980093540.942399,11789879200.913700,26720136138.558097,2321909,379793,2231084,4932786
2025-09-12,NASDAQ PSX (X),4760528,3682654,8225386,16668568,361140107.147800,348212123.909200,564518615.253300,1273870846.310300,95177,19042,116978,231197
2025-09-12,BYX Equities (Y),34487782,22726349,52496688,109710819,1413341467.695200,1255249137.672000,1987722826.781500,4656313432.148700,415192,129290,513042,1057524
2025-09-12,BZX Equities (Z),167180949,130080348,283795705,581057002,9834203054.437005,11120667408.780104,18109637058.801695,39064507522.018804,2482087,688390,2957995,6128472
2025-09-11,NYSE American (A),5752807,23138242,8523075,37414124,373530934.451500,390436551.961000,398787975.129300,1162755461.541800,63061,82474,67384,212919
2025-09-11,NASDAQ BX (B),14539352,8156516,23231724,45927592,1116349355.971000,468726873.503700,1267802911.710900,2852879141.185600,219930,53666,255584,529180
2025-09-11,NYSE National (C),22756004,14158837,33201535,70116376,915911710.271700,704774539.618800,1109437692.381200,2730123942.271700,280983,85603,299800,666386
2025-09-11,FINRA / Nasdaq TRF Chicago (DB),14182520,6678763,35343948,56205231,934702901.811900,339875639.983500,1891955997.123401,3166534538.918801,97876,28790,180860,307526
2025-09-11,FINRA / NYSE TRF (DN),96419927,60768706,346955706,504144339,4452722376.999001,2149546362.534999,7990629483.168199,14592898222.702199,629048,155199,927698,1711945
2025-09-11,FINRA / Nasdaq TRF Carteret (DQ),2561737807,1371668168,5127812601,9061218576,130111338632.783716,68508009133.918684,179068154239.205826,377687502005.908226,18376837,4321735,21686177,44384749
2025-09-11,MIAX Pearl (H),36407451,54594629,131682733,222684813,1434790704.596600,2853110296.594001,3159343778.973701,7447244780.164302,345209,221549,579183,1145941
2025-09-11,EDGA Equities (J),28098169,22905886,102017139,153021194,1332662116.169300,1489509480.217400,1945333027.697800,4767504624.084500,421666,158779,595450,1175895
2025-09-11,EDGX Equities (K),165892557,147362743,580222486,893477786,8254624301.995109,8906961254.583499,17858884609.013692,35020470165.592300,1814640,785030,3632161,6231831
2025-09-11,LTSE (L),181537,168747,335225,685509,10468558.850000,10417151.705000,15768853.923400,36654564.478400,1674,1368,3113,6155
2025-09-11,NYSE Texas (M),16735536,16761358,28168557,61665451,1035981481.937000,3011899313.977299,3937740094.717998,7985620890.632297,33181,7936,36701,77818
2025-09-11,NYSE (N),1172390129,84776658,160407531,1417574318,68260659085.323494,5186493387.705801,5995483426.210103,79442635899.239398,6244788,442017,1418985,8105790
2025-09-11,NYSE Arca (P),307800756,456835241,1160369023,1925005020,15364707932.993601,39148460805.194401,36092386439.827005,90605555178.015007,3865512,2222589,7765953,13854054
2025-09-11,NASDAQ (Q),516195543,221098613,1852434346,2589728502,33195776793.697108,22491541697.103600,114663674622.307578,170350993113.108286,7871493,1625579,13256937,22754009
2025-09-11,Members Exchange (U),75339009,62999383,221558489,359896881,4026214252.880200,4229735770.051100,6729972804.149500,14985922827.080800,757484,319214,1109591,2186289
2025-09-11,Investors Exchange (V),222408317,90079370,258134829,570622516,11173268023.023502,5694524535.292700,11827308212.164702,28695100770.480904,2444029,414493,2265145,5123667
2025-09-11,NASDAQ PSX (X),6272848,4448641,9741758,20463247,499991662.329900,526343212.608800,582828286.474300,1609163161.413000,121520,23636,140024,285180
2025-09-11,BYX Equities (Y),41716489,26299303,63842126,131857918,1857579474.882200,1401578453.237400,2250646535.618300,5509804463.737900,514934,155762,581548,1252244
2025-09-11,BZX Equities (Z),187749900,141739960,317011581,646501441,11441076077.718202,12677005200.681493,17500768138.168797,41618849416.568492,2820202,773452,3135529,6729183
2025-09-10,NYSE American (A),6300823,25954898,7311308,39567029,401944357.884400,410665429.437300,368875896.229800,1181485683.551500,71461,87560,68611,227632
2025-09-10,NASDAQ BX (B),16775680,8941444,23528261,49245385,1348463870.261100,481384446.028100,1402592083.536100,3232440399.825300,231731,56275,268352,556358
2025-09-10,NYSE National (C),23645542,13915579,27664587,65225708,980292155.666500,649533352.993100,1055674453.252300,2685499961.911900,274158,92489,270788,637435
2025-09-10,FINRA / Nasdaq TRF Chicago (DB),13888879,7519343,29808492,51216714,1079876032.973700,399351739.195100,2018370800.386800,3497598572.555600,100512,28952,184417,313881
2025-09-10,FINRA / NYSE TRF (DN),100873338,62375844,283205277,446454459,4953120518.887300,2307462761.124399,8569977015.844397,15830560295.856096,666913,168257,955142,1790312
2025-09-10,FINRA / Nasdaq TRF Carteret (DQ),2511033089,1409762078,4538656204,8459451371,138534731156.903702,83680692018.061781,193523349112.675317,415738772287.640800,18793011,4435145,23134296,46362452
2025-09-10,MIAX Pearl (H),33914341,55281611,107552794,196748746,1508852655.163700,2728224451.175800,3117607685.847301,7354684792.186801,327033,220660,546261,1093954
2025-09-10,EDGA Equities (J),27540244,21533526,69969536,119043306,1479227432.414900,1380151102.787000,2132290162.470000,4991668697.671900,414659,136375,556246,1107280
2025-09-10,EDGX Equities (K),151150490,156088608,540510396,847749494,9300906215.256096,8683492756.818600,19352716142.007700,37337115114.082396,1672793,854145,4182928,6709866
2025-09-10,LTSE (L),564229,232358,478985,1275572,28879206.330000,11024663.625000,25440398.289600,65344268.244600,5700,1738,6714,14152
2025-09-10,NYSE Texas (M),19182193,21875204,26299984,67357381,2319125386.643800,4243326339.198300,4272573321.956900,10835025047.799000,27877,8703,31072,67652
2025-09-10,NYSE (N),1110969445,91904026,160507903,1363381374,65653676294.761192,5532087096.498502,6836421881.983200,78022185273.242894,6252730,496224,1432260,8181214
2025-09-10,NYSE Arca (P),286202741,469311221,1131547245,1887061207,17377529958.224394,40127120370.902201,41549943735.158702,99054594064.285297,3516732,2434347,9091261,15042340
2025-09-10,NASDAQ (Q),527731925,238323914,1746602520,2512658359,35968289827.432600,23409504001.850497,120111310715.400838,179489104544.683935,7761445,1739437,13669032,23169914
2025-09-10,Members Exchange (U),70700483,67684181,183561532,321946196,3887034069.139900,4056840432.337498,7657918209.195297,15601792710.672695,741072,340399,1164017,2245488
2025-09-10,Investors Exchange (V),233891079,90290297,242882545,567063921,12349352107.567103,5261504934.689601,13452091087.869500,31062948130.126204,2556360,415884,2343583,5315827
2025-09-10,NASDAQ PSX (X),9133831,5450429,8578268,23162528,636570446.616000,497792956.734000,679739006.741200,1814102410.091200,133807,24105,142732,300644
2025-09-10,BYX Equities (Y),43553007,26874049,53030428,123457484,2003912051.916400,1284232007.128599,2342974401.780299,5631118460.825298,500273,140015,563477,1203765
2025-09-10,BZX Equities (Z),204232436,155379390,289058756,648670582,12883035503.086995,13144941089.052797,19996563831.274294,46024540423.414086,2905004,846378,3309822,7061204
2025-09-09,NYSE American (A),6323442,30913788,6962374,44199604,364343546.958200,418812559.702900,358965996.388200,1142122103.049300,69847,107006,65644,242497
2025-09-09,NASDAQ BX (B),13280023,8230276,19376451,40886750,995529342.785000,491143992.250900,1073904537.427200,2560577872.463100,202551,59441,240185,502177
2025-09-09,NYSE National (C),21621186,13201596,26783384,61606166,848225985.126800,683823393.838100,927294347.957300,2459343726.922200,291846,94920,270175,656941
2025-09-09,FINRA / Nasdaq TRF Chicago (DB),11916717,6258326,26337903,44512946,712496190.101000,288192570.414000,1727370970.536700,2728059731.051700,80180,29970,163460,273610
2025-09-09,FINRA / NYSE TRF (DN),85481958,72339690,241908270,399729918,3925824256.493298,2015002419.735300,7291035671.524303,13231862347.752901,559876,177487,810805,1548168
2025-09-09,FINRA / Nasdaq TRF Carteret (DQ),2280687612,1480354528,3952716354,7713758494,115188957383.270782,73940949696.940932,162954133215.566222,352084040295.777936,17278179,4553165,20196821,42028165
2025-09-09,MIAX Pearl (H),28183455,53447521,93044309,174675285,1086213609.143400,2472305372.578900,2530196908.386700,6088715890.109000,274296,217694,469192,961182
2025-09-09,EDGA Equities (J),24786565,23137648,58673597,106597810,1111740245.337900,1240189964.499300,1587767652.229800,3939697862.067000,418540,136942,488920,1044402
2025-09-09,EDGX Equities (K),140599212,159934054,471939422,772472688,7737019131.585599,8424424009.268000,16123692807.846600,32285135948.700199,1494319,858159,3592010,5944488
2025-09-09,LTSE (L),550252,120937,448562,1119751,25630471.835000,7372883.095000,18505831.895300,51509186.825300,4918,1671,5287,11876
2025-09-09,NYSE Texas (M),23631540,22206362,23360966,69198868,1556835107.723600,2027441673.990000,3715423726.087001,7299700507.800601,29110,7220,31356,67686
2025-09-09,NYSE (N),1014890797,81408335,133234777,1229533909,56664358289.137912,5151238768.546601,5371655813.493799,67187252871.178312,5876315,460966,1230870,7568151
2025-09-09,NYSE Arca (P),253402599,491283753,993577829,1738264181,14397282147.165106,36117402682.049595,33337773030.555501,83852457859.770202,3107385,2420424,7726231,13254040
2025-09-09,NASDAQ (Q),486648463,226785200,1522938124,2236371787,31912306228.356096,21906514177.655587,93234253710.691483,147053074116.703166,7210355,1670077,12255594,21136026
2025-09-09,Members Exchange (U),62393406,74364398,162465092,299222896,3400960772.621499,4958265057.935898,5976274610.996704,14335500441.554101,681667,357728,990487,2029882
2025-09-09,Investors Exchange (V),221817371,90283213,222346971,534447555,11077361156.858503,5355368142.082200,11071260959.637202,27503990258.577905,2543768,426643,2228127,5198538
2025-09-09,NASDAQ PSX (X),6458834,4148044,8513609,19120487,484665495.312400,423359494.909600,503403055.715900,1411428045.937900,109609,22372,117502,249483
2025-09-09,BYX Equities (Y),36019790,25374227,46566773,107960790,1485468869.379100,1320188145.234000,1886400559.402599,4692057574.015699,455760,147462,510006,1113228
2025-09-09,BZX Equities (Z),181952753,136001101,234907808,552861662,10638129789.551192,10944923918.648997,14640817939.707910,36223871647.908099,2643183,742269,2749412,6134864
2025-09-08,NYSE American (A),6282202,26744586,6594580,39621368,340115112.424600,390414332.121700,376312512.892100,1106841957.438400,70856,82313,70480,223649
2025-09-08,NASDAQ BX (B),13570139,7488197,19076720,40135056,993203066.153700,422773830.505900,1193180014.267100,2609156910.926700,203468,51858,240729,496055
2025-09-08,NYSE National (C),25860392,12589867,26559810,65010069,916785756.761600,590541473.324700,907856664.033600,2415183894.119900,341075,87958,295188,724221
2025-09-08,FINRA / Nasdaq TRF Chicago (DB),13000757,6346533,29060097,48407387,567512943.782400,324012526.240900,1858025440.603400,2749550910.626700,85246,31147,180748,297141
2025-09-08,FINRA / NYSE TRF (DN),89084139,59072444,275483816,423640399,3737307902.181799,2283786542.708101,7534688720.904693,13555783165.794593,604611,181360,891094,1677065
2025-09-08,FINRA / Nasdaq TRF Carteret (DQ),2537310682,1311974468,4422756400,8272041550,121829851530.826807,64570201460.299376,178427022898.994802,364827075890.120985,19007131,4710412,22762697,46480240
2025-09-08,MIAX Pearl (H),32096312,48979306,99300269,180375887,1082751429.589800,2348550293.657199,2664663615.101301,6095965338.348300,300046,189327,505756,995129
2025-09-08,EDGA Equities (J),26723329,18916300,66989109,112628738,1201567646.922500,1195052369.923500,1576759471.327799,3973379488.173799,464782,116992,518041,1099815
2025-09-08,EDGX Equities (K),147867365,137357854,434903729,720128948,6848252461.066400,8295764735.664703,16797369144.010295,31941386340.741398,1529636,750934,3161008,5441578
2025-09-08,LTSE (L),711675,164611,432787,1309073,28406947.725000,7439204.315000,19757148.041900,55603300.081900,5121,959,5423,11503
2025-09-08,NYSE Texas (M),23702178,15563398,20916364,60181940,1477115056.365800,1702948490.648400,3907399999.278603,7087463546.292803,30531,7467,30450,68448
2025-09-08,NYSE (N),1126721468,80542559,131298952,1338562979,63219763281.799399,4541482342.311896,6067974022.569102,73829219646.680397,6331971,400219,1283465,8015655
2025-09-08,NYSE Arca (P),262785056,447114508,912100855,1622000419,12882822966.706701,37043761882.082820,35285819018.945192,85212403867.734713,3233027,2134761,7705812,13073600
2025-09-08,NASDAQ (Q),504620594,216414843,1555778177,2276813614,30453097158.734505,22708967590.442686,104959658554.670265,158121723303.847456,7624532,1624078,12800450,22049060
2025-09-08,Members Exchange (U),63117945,67552199,170666262,301336406,3023444833.015600,3699765466.846098,6673348184.571300,13396558484.432998,694476,308022,1053459,2055957
2025-09-08,Investors Exchange (V),250613396,87668841,244418358,582700595,12006882973.398601,5065525793.177603,12563098368.224899,29635507134.801103,2740258,415600,2439379,5595237
2025-09-08,NASDAQ PSX (X),6303215,3960701,7938510,18202426,472791235.023200,416157104.588600,634784406.650500,1523732746.262300,114854,23568,132060,270482
2025-09-08,BYX Equities (Y),40075195,23109263,49962623,113147081,1630273642.641900,1204770348.543500,1980372661.007900,4815416652.193300,547620,138457,572093,1258170
2025-09-08,BZX Equities (Z),198212778,136398506,244824716,579436000,10646514013.946199,10343409383.918495,16209520606.765507,37199444004.630201,2823525,705073,2922360,6450958
2025-09-05,NYSE American (A),5609190,25591398,7090680,38291268,320095987.678800,425234092.694900,405388966.638100,1150719047.011800,62961,93860,60089,216910
2025-09-05,NASDAQ BX (B),13452125,9299763,19944667,42696555,1065495403.620700,555776112.107100,1468130423.618200,3089401939.346000,204235,62274,236475,502984
2025-09-05,NYSE National (C),22686195,17190792,26535032,66412019,881831027.255200,728417983.131400,1034707136.276600,2644956146.663200,305020,108608,266945,680573
