Day,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
10/9/23,NYSE Chicago (M),8937814,15947886,13407849,38293549,706549862.7,1815462638,1596631486,4118643988,77726,6106,64983,148815
10/9/23,NYSE (N),747204380,42295529,68652833,858152742,36046026323,3192507916,3400740723,42639274963,3043160,172061,566376,3781597
10/9/23,NYSE Arca (P),142095723,312456995,305339725,759892443,6094923704,19361892708,12293691737,37750508148,1812820,1241730,2439640,5494190
10/9/23,NASDAQ (Q),367606485,176409494,793386618,1337402597,16811704508,14445186945,44992098606,76248990059,5416340,1098509,6410778,12925627
10/9/23,Members Exchange (U),98406825,45239092,112052276,255698193,3333878069,2538353474,4714676790,10586908333,1182428,247767,1002644,2432839
10/9/23,Investors Exchange (V),98637687,20459211,68642582,187739480,5139418538,1379494705,3983897490,10502810733,1328181,134199,935256,2397636
10/9/23,NASDAQ PSX (X),7507600,9127190,10380370,27015160,347903424.2,665421345.5,519971676,1533296446,123515,40136,115929,279580
10/9/23,BYX Equities (Y),27135070,19695737,28393775,75224582,772340467.2,1288993541,939009088.1,3000343097,287035,93256,247843,628134
10/9/23,BZX Equities (Z),142592229,94504729,164727341,401824299,6285327172,7102105871,9028584217,22416017260,2106746,526015,1815864,4448625
10/6/23,NYSE American (A),8015863,16337921,5614148,29967932,289580060.8,474229372,322544897,1086354330,118118,59536,78224,255878
10/6/23,NASDAQ BX (B),16759910,10901957,16519050,44180917,802866494.2,724036072.1,998329046,2525231612,282892,61845,231092,575829
10/6/23,NYSE National (C),22132491,12980045,17532961,52645497,632997467.6,525213823.9,587656312.5,1745867604,358436,77297,232687,668420
10/6/23,FINRA / Nasdaq TRF Chicago (DB),4583714,3126364,8845803,16555881,184987143.3,122146403.1,624896704.1,932030250.6,23433,8901,43238,75572
10/6/23,FINRA / NYSE TRF (DN),43138276,41249089,133579490,217966855,1287716334,1544216059,4078281664,6910214057,237827,111230,387955,737012
10/6/23,FINRA / Nasdaq TRF Carteret (DQ),1481664601,857286049,1916443541,4255394191,65684101051,48925412127,99059013061,2.13669E+11,10184332,2690727,9212838,22087897
10/6/23,MIAX Pearl (H),68518937,102324470,72975320,243818727,1709716351,4627881898,2766337076,9103935325,659736,363411,471414,1494561
10/6/23,EDGA Equities (J),79835246,58187808,69932909,207955963,2163689636,2443718356,2828104040,7435512032,923964,270986,723242,1918192
10/6/23,EDGX Equities (K),161545343,139370017,272358407,573273767,5586075051,8282656540,14092708650,27961440241,1589906,632841,1818753,4041500
10/6/23,LTSE (L),23870,103485,31275,158630,466037.09,9203942.05,2252949.47,11922928.61,46,46,55,147
10/6/23,NYSE Chicago (M),12871594,13973228,15215449,42060271,937341044.4,1985995070,2064042198,4987378312,93874,6749,74187,174810
10/6/23,NYSE (N),939128243,59505371,83144310,1081777924,44491405023,4292278991,4649122524,53432806537,3645115,229807,681096,4556018
10/6/23,NYSE Arca (P),182783136,431949998,372197892,986931026,7872825674,27998007178,18295546840,54166379693,2267607,1731692,2890835,6890134
10/6/23,NASDAQ (Q),460104141,269464452,973141138,1702709731,20833523532,22448005028,61452600118,1.04734E+11,6310196,1627065,7546365,15483626
10/6/23,Members Exchange (U),121307916,64105388,135088440,320501744,3987436117,3607660615,6334891751,13929988483,1423205,348732,1182957,2954894
10/6/23,Investors Exchange (V),113525116,36001331,82727697,232254144,6034832321,2332302681,5313428181,13680563183,1480231,181874,1071660,2733765
10/6/23,NASDAQ PSX (X),8324269,14591409,16095489,39011167,333187570.9,1095533478,966298805.2,2395019854,119012,58764,133912,311688
10/6/23,BYX Equities (Y),33236094,29902375,34034261,97172730,863023998.5,1776667808,1279174043,3918865849,319193,123285,272717,715195
10/6/23,BZX Equities (Z),187977598,141985914,202295298,532258810,8195151391,10167677184,13819975914,32182804488,2605349,743879,2253542,5602770
10/5/23,NYSE American (A),8151040,16467940,5928844,30547824,300340483.6,377612335.1,294599851.2,972552669.9,125771,60757,81970,268498
10/5/23,NASDAQ BX (B),12914174,9117284,14544777,36576235,596081265.1,534188056.8,768954957.1,1899224279,229075,52955,195015,477045
10/5/23,NYSE National (C),19066796,10168568,14682729,43918093,534295457.5,443122114.2,440960779.8,1418378351,332257,66468,217796,616521
10/5/23,FINRA / Nasdaq TRF Chicago (DB),3639577,2269392,7457830,13366799,162679730.7,71439854.27,501801562.4,735921147.3,17812,6066,35974,59852
10/5/23,FINRA / NYSE TRF (DN),40008004,45040234,134772454,219820692,1304627110,1348029397,3665347633,6318004141,222535,102245,382560,707340
10/5/23,FINRA / Nasdaq TRF Carteret (DQ),1375988933,815541011,1898436906,4089966850,58911579978,41289210480,90964989489,1.91166E+11,9683401,2368412,8870057,20921870
10/5/23,MIAX Pearl (H),63869615,80413079,60819090,205101784,1557680250,3483341539,2037036363,7078058152,642318,288139,435591,1366048
10/5/23,EDGA Equities (J),69404932,44622864,60601116,174628912,1859371333,1886831431,2173211273,5919414038,857094,223867,667819,1748780
10/5/23,EDGX Equities (K),142699572,116248366,249316433,508264371,4506376216,5996254443,10965147335,21467777994,1459419,537402,1678621,3675442
10/5/23,LTSE (L),18037,12000,458932,488969,172499.58,1098240,31719090.68,32989830.26,56,2,304,362
10/5/23,NYSE Chicago (M),12444296,14004877,17495609,43944782,1009877355,1259060980,2210322601,4479260936,70894,5165,60886,136945
10/5/23,NYSE (N),883781650,47396753,74141459,1005319862,41720882734,3168895384,3524719048,48414497166,3400838,189131,618767,4208736
10/5/23,NYSE Arca (P),159670193,346191560,351197085,857058838,6530331454,20503633332,12650796954,39684761740,2038696,1402293,2632698,6073687
10/5/23,NASDAQ (Q),415472911,207073400,949463233,1572009544,18138511493,15491315292,51307275491,84937102276,5962989,1283904,7140639,14387532
10/5/23,Members Exchange (U),109171794,53573547,122242560,284987901,3484407250,2768674406,5105098285,11358179942,1333868,292668,1104362,2730898
10/5/23,Investors Exchange (V),111555551,27308455,82301434,221165440,5622328235,1767238968,4498118708,11887685911,1538771,166196,1126685,2831652
10/5/23,NASDAQ PSX (X),7903840,10345207,11756861,30005908,342509426.8,696238395.1,634633872.7,1673381695,122102,42518,129864,294484
10/5/23,BYX Equities (Y),31612360,23590370,31966288,87169018,768567978.1,1326931547,1055534380,3151033905,299384,107192,262238,668814
10/5/23,BZX Equities (Z),173922810,113689617,188209013,475821440,7109210355,7277106123,10298006198,24684322675,2459673,628812,2086297,5174782
10/4/23,NYSE American (A),7287880,16404734,4909635,28602249,232552350.8,425464506.7,248926701.2,906943558.7,109877,60874,68143,238894
10/4/23,NASDAQ BX (B),15051864,11290444,14780856,41123164,641440015,714136613.6,826233565.3,2181810194,257835,62481,206920,527236
10/4/23,NYSE National (C),20073656,11642715,15409174,47125545,547559043.7,498077596.9,473592573.5,1519229214,348056,73725,218608,640389
10/4/23,FINRA / Nasdaq TRF Chicago (DB),3612638,2304877,7632318,13549833,133432851.7,91781265.72,545031538.1,770245655.6,17717,6936,37694,62347
10/4/23,FINRA / NYSE TRF (DN),45372676,41081403,132461170,218915249,1409981625,1576542299,3863431742,6849955666,253471,118346,404209,776026
10/4/23,FINRA / Nasdaq TRF Carteret (DQ),1417008638,1041264790,1960609676,4418883104,59419140925,57979319644,90986461561,2.08385E+11,10154601,2941575,9316334,22412510
10/4/23,MIAX Pearl (H),70112126,97094747,69143181,236350054,1670189012,4347887928,2462968854,8481045794,695276,330032,481582,1506890
10/4/23,EDGA Equities (J),79240822,52954560,68956904,201152286,2011560213,2305972205,2502828629,6820361048,911281,264394,701306,1876981
10/4/23,EDGX Equities (K),160339063,130351513,262985531,553676107,4988186829,7483869922,12141217799,24613274551,1583729,614586,1775277,3973592
10/4/23,LTSE (L),97943,52834,627,151404,1127280.84,3438087.68,23401.97,4588770.49,77,262,9,348
10/4/23,NYSE Chicago (M),15025941,16652010,15089765,46767716,952199268,2060960689,1949420855,4962580813,57965,4386,47222,109573
10/4/23,NYSE (N),926684318,57944309,81134610,1065763237,43816571655,3973038004,4057068874,51846678534,3570350,229185,649891,4449426
10/4/23,NYSE Arca (P),180818033,404864873,365938178,951621084,7117025279,26115903912,15116478734,48349407925,2209296,1696419,2870320,6776035
10/4/23,NASDAQ (Q),424297888,244638768,956214627,1625151283,18343887366,20000862870,55636387324,93981137560,5931370,1539989,7181468,14652827
10/4/23,Members Exchange (U),121778213,64199923,129940569,315918705,3781562850,3783442746,5592575695,13157581290,1439877,367187,1173944,2981008
10/4/23,Investors Exchange (V),109075415,37990208,80467172,227532795,5198441301,2505252071,4606581932,12310275303,1528716,207481,1125469,2861666
10/4/23,NASDAQ PSX (X),7633570,14180160,12706420,34520150,350351378,974174618,725029001,2049554997,116454,58653,122146,297253
10/4/23,BYX Equities (Y),34878257,27953320,34160589,96992166,804717654.6,1643577125,1146630566,3594925346,321594,120239,277688,719521
10/4/23,BZX Equities (Z),191950500,134456245,191894800,518301545,7808623920,9032860591,11213437405,28054921917,2616937,743935,2147756,5508628
10/3/23,NYSE American (A),8194097,14144915,6112483,28451495,272705556,519272485.3,287692373.1,1079670414,116877,62645,79927,259449
10/3/23,NASDAQ BX (B),15858779,12735432,17256789,45851000,690109195.3,755558607.4,993360482.5,2439028285,282925,66099,242518,591542
10/3/23,NYSE National (C),21527271,12777465,17903893,52208629,638963329.8,536247616.8,594825949.3,1770036896,374823,80337,242929,698089
10/3/23,FINRA / Nasdaq TRF Chicago (DB),4637723,2839498,9730834,17208055,189574977.6,98699153.85,661803063.2,950077194.7,21313,8262,44253,73828
10/3/23,FINRA / NYSE TRF (DN),49155500,43741877,161968801,254866178,1527309354,1876591421,3854653859,7258554634,275476,137245,443732,856453
10/3/23,FINRA / Nasdaq TRF Carteret (DQ),1511663139,999882471,2116081555,4627627165,64575656151,55097473478,93798399958,2.13472E+11,10554499,3354081,9650643,23559223
10/3/23,MIAX Pearl (H),73664027,101289513,79782144,254735684,1781089842,4561733498,2689302984,9032126324,725514,376812,521177,1623503
10/3/23,EDGA Equities (J),80802857,59483280,74678612,214964749,2084182123,2638307193,2724145610,7446634926,963425,295310,761514,2020249
10/3/23,EDGX Equities (K),169723863,138183329,294533166,602440358,5105306486,8671470411,12311596637,26088373535,1660595,698529,1894524,4253648
10/3/23,LTSE (L),19250,6100,7550,32900,1162699.39,269045,1456873.57,2888617.96,85,12,40,137
10/3/23,NYSE Chicago (M),11021218,17762198,11651079,40434495,835522642.7,2272812617,1434911518,4543246778,62224,5611,52089,119924
10/3/23,NYSE (N),927699925,63635689,85510138,1076845752,42317001907,4536436612,4350937035,51204375554,3806502,254667,679068,4740237
10/3/23,NYSE Arca (P),189129052,452723707,411324937,1053177696,7700851240,28840164920,15717574452,52258590613,2335059,1875920,3077637,7288616
10/3/23,NASDAQ (Q),466994860,284529802,995025794,1746550456,20201232148,22471347565,54574683379,97247263092,6519930,1736245,7729885,15986060
10/3/23,Members Exchange (U),129809506,67562190,148700317,346072013,4038816252,4050345114,5978420310,14067581676,1527057,399969,1256594,3183620
10/3/23,Investors Exchange (V),117091770,36999051,88609236,242700057,5740551778,2357002408,4985511100,13083065286,1617799,204676,1201809,3024284
10/3/23,NASDAQ PSX (X),8526977,16126433,14479506,39132916,397319433.9,1152714837,862254624.7,2412288895,133394,69809,141256,344459
10/3/23,BYX Equities (Y),33586549,31694235,38967394,104248178,910123767.3,1821760340,1387056261,4118940369,362284,139485,315356,817125
10/3/23,BZX Equities (Z),193104834,143936899,213660464,550702197,7955904103,9514590381,11321053541,28791548026,2696409,803694,2254723,5754826
10/2/23,NYSE American (A),9154150,17687211,6224499,33065860,330807348.7,537737799.6,296276040.1,1164821188,125120,59154,80747,265021
10/2/23,NASDAQ BX (B),17890095,12059359,16322993,46272447,757685005.9,737639418.1,902411211.5,2397735635,292967,65209,231374,589550
10/2/23,NYSE National (C),20987647,12444754,16371468,49803869,619680998.6,531929792.9,504121510.7,1655732302,363428,74126,235520,673074
10/2/23,FINRA / Nasdaq TRF Chicago (DB),4004326,2427882,9416133,15848341,148341491.1,93725828.54,635529345.3,877596665,21963,8095,44795,74853
10/2/23,FINRA / NYSE TRF (DN),43149759,38838030,154667014,236654803,1161211510,1612335699,3627347181,6400894390,287995,134169,449824,871988
10/2/23,FINRA / Nasdaq TRF Carteret (DQ),1509712484,894195212,2101660326,4505568022,65062744624,49711045094,92853424297,2.07627E+11,10590750,3191554,9736311,23518615
10/2/23,MIAX Pearl (H),72721895,105174478,79002610,256898983,1804598854,4645487207,2784287774,9234373835,734677,384171,529209,1648057
10/2/23,EDGA Equities (J),76515919,55583281,67076524,199175724,2017370435,2408794958,2414868427,6841033821,939148,272915,735020,1947083
10/2/23,EDGX Equities (K),167532922,130379614,291984612,589897148,5042528874,7856829039,11445121140,24344479053,1656637,633172,1852086,4141895
10/2/23,LTSE (L),36408,21528,22694,80630,401148.88,1619782.32,877891.89,2898823.09,11,32,46,89
10/2/23,NYSE Chicago (M),9600834,9593140,14782173,33976147,731274690.8,918015611.2,2200289778,3849580080,66500,5599,53787,125886
10/2/23,NYSE (N),989130836,58963286,78557740,1126651862,45339386901,4142261608,3892811565,53374460074,3744321,232844,676841,4654006
10/2/23,NYSE Arca (P),178912636,412387466,397696940,988997042,7291700541,26130867032,14360980828,47783548401,2247294,1674617,2890502,6812413
10/2/23,NASDAQ (Q),440481992,265307680,970834190,1676623862,19101760363,21081546555,50996608913,91179915831,6293519,1638621,7596754,15528894
10/2/23,Members Exchange (U),130905478,61367508,140429831,332702817,4161817683,3718032392,5762630430,13642480505,1564168,363392,1276006,3203566
10/2/23,Investors Exchange (V),114395345,34929909,81960029,231285283,5586918962,2228354224,4646317727,12461590914,1529207,202973,1119849,2852029
10/2/23,NASDAQ PSX (X),8255045,13975233,13253638,35483916,372025912.6,1050057443,748583455.1,2170666810,126021,58116,136310,320447
10/2/23,BYX Equities (Y),32329520,27898981,33767708,93996209,877382455.4,1556020164,1127895769,3561298389,347080,124338,305769,777187
10/2/23,BZX Equities (Z),181539745,135044712,196668653,513253110,7524099053,9682043257,10474078113,27680220422,2617650,745060,2190808,5553518
9/29/23,NYSE American (A),9535256,23415422,7042371,39993049,393085212,671522412.2,363032200.7,1427639825,128336,60156,87435,275927
9/29/23,NASDAQ BX (B),16735169,12094450,17373913,46203532,700335345.9,804405730.7,879681568,2384422645,258194,64826,213693,536713
9/29/23,NYSE National (C),20566558,11027598,16426829,48020985,578675093.2,491592531.6,520174800.2,1590442425,316243,68409,209085,593737
9/29/23,FINRA / Nasdaq TRF Chicago (DB),3943242,2168982,9324611,15436835,153862469.4,92008504.84,557204623,803075597.3,19849,6979,37987,64815
9/29/23,FINRA / NYSE TRF (DN),42923124,34238445,191031538,268193107,1287956537,1201498250,3894280578,6383735365,246505,104850,386477,737832
9/29/23,FINRA / Nasdaq TRF Carteret (DQ),1396203362,838323777,2315536078,4550063217,61863364428,49853946570,97058955663,2.08776E+11,9191628,2474163,8789791,20455582
9/29/23,MIAX Pearl (H),63621687,93646996,78206859,235475542,1582615530,4128783117,2440329380,8151728027,628523,317162,476309,1421994
9/29/23,EDGA Equities (J),76603025,55736685,69052014,201391724,1999095215,2479505539,2474577132,6953177886,878353,262731,681433,1822517
9/29/23,EDGX Equities (K),163369408,138809138,361409109,663587655,5109360240,8458335845,12709925124,26277621208,1519596,598510,1816804,3934910
9/29/23,LTSE (L),804,81339,162181,244324,80331.13,7468546.98,7844124.58,15393002.69,10,100,122,232
9/29/23,NYSE Chicago (M),10509844,13176691,19305163,42991698,708068633.1,2267439546,3887227260,6862735440,67995,5153,54591,127739
9/29/23,NYSE (N),1090544310,60091838,79484740,1230120888,52898071872,4745736584,3917574122,61561382577,3538569,232171,629092,4399832
9/29/23,NYSE Arca (P),170482069,422286737,466458575,1059227381,7105801899,29196240662,13800425004,50102467565,2099069,1591106,2799661,6489836
9/29/23,NASDAQ (Q),432402452,262094955,1127697566,1822194973,19406891018,22007474537,61696175666,1.03111E+11,6071245,1551573,7544164,15166982
9/29/23,Members Exchange (U),114511274,60560802,151756390,326828466,3732706457,3641851633,5645684151,13020242240,1370717,324169,1185612,2880498
9/29/23,Investors Exchange (V),109403670,35250510,83182723,227836903,5290162821,2454046477,4736466485,12480675782,1460112,190435,1102261,2752808
9/29/23,NASDAQ PSX (X),13123622,15349310,17977315,46450247,628278421.4,1358219282,1018197002,3004694705,271006,77624,237220,585850
9/29/23,BYX Equities (Y),31787350,27625268,40649459,100062077,829419925.9,1732930041,1199085242,3761435208,304788,118385,281977,705150
9/29/23,BZX Equities (Z),172766675,143468326,223083387,539318388,7047413647,10768095221,11140650278,28956159146,2276681,701995,2017558,4996234
9/28/23,NYSE American (A),8815652,15433657,6055341,30304650,357112392.7,505136209.3,307401204.1,1169649806,122768,58485,79757,261010
9/28/23,NASDAQ BX (B),17241588,11630621,16803569,45675778,691611851.2,737681471.8,909616080.3,2338909403,275666,62366,238638,576670
9/28/23,NYSE National (C),20609544,10895429,16696237,48201210,584864547.6,458465302.1,542007723.7,1585337573,341818,64529,233149,639496
9/28/23,FINRA / Nasdaq TRF Chicago (DB),3512459,2043644,9050876,14606979,125705353.7,83160404.08,549903025,758768782.8,17936,6497,39334,63767
9/28/23,FINRA / NYSE TRF (DN),42426155,35125869,155704993,233257017,1210361345,1468607669,4045880370,6724849383,251269,97584,411327,760180
9/28/23,FINRA / Nasdaq TRF Carteret (DQ),1498488751,892192336,2164014222,4554695309,65762105206,49061390485,99166552198,2.1399E+11,10063029,2354163,9322125,21739317
9/28/23,MIAX Pearl (H),70328949,86748047,72509464,229586460,1695712857,4024318498,2289227566,8009258921,647766,297373,466872,1412011
9/28/23,EDGA Equities (J),74912088,57002561,69183259,201097908,1966702488,2341084999,2646091712,6953879199,880513,265211,711566,1857290
9/28/23,EDGX Equities (K),161492177,128902547,309160944,599555668,5153113045,7613802749,12531886267,25298802061,1513026,557463,1839408,3909897
9/28/23,LTSE (L),3228,129444,13604,146276,181306.27,11222767.89,727203.57,12131277.73,18,88,35,141
9/28/23,NYSE Chicago (M),14623374,13096356,10606067,38325797,905864861.5,1689287967,1615535838,4210688666,61171,4174,47903,113248
9/28/23,NYSE (N),907902738,58441625,79114537,1045458900,40090093708,4213064244,3897048809,48200206761,3381609,211437,634128,4227174
9/28/23,NYSE Arca (P),182972098,374173721,446528646,1003674465,7383314830,22972293579,13951218137,44306826546,2109900,1388807,2856585,6355292
9/28/23,NASDAQ (Q),447241421,230191500,980829636,1658262557,19409414086,17931919794,52289022802,89630356682,6120339,1356534,7591528,15068401
9/28/23,Members Exchange (U),119525431,60370385,145210980,325106796,3737448245,3548459608,5624287587,12910195441,1355803,323047,1199333,2878183
9/28/23,Investors Exchange (V),115739863,32148517,83438200,231326580,5737849090,2061907802,4756949633,12556706524,1603178,178578,1157179,2938935
9/28/23,NASDAQ PSX (X),15943672,14038483,17550512,47532667,605598734.8,1135231711,1068139514,2808969960,255011,74357,233309,562677
9/28/23,BYX Equities (Y),34554615,27231892,36915792,98702299,806219770.8,1590705020,1199801293,3596726084,309482,118465,282845,710792
9/28/23,BZX Equities (Z),174843802,139721405,208841500,523406707,6892516886,9284812349,10653857886,26831187121,2271077,645157,2046637,4962871
9/27/23,NYSE American (A),11342932,17752069,8159431,37254432,468518059.7,718497883.6,442518755.5,1629534699,137840,65015,89027,291882
9/27/23,NASDAQ BX (B),18332682,11018905,16453865,45805452,683398884.3,685392234.3,838679359,2207470478,257787,59595,203285,520667
9/27/23,NYSE National (C),19483293,11480870,16838250,47802413,550417301.8,511725702.8,514477707.4,1576620712,307612,71193,212554,591359
9/27/23,FINRA / Nasdaq TRF Chicago (DB),4256248,2290269,8950531,15497048,142568296.3,98248742.87,640732539.6,881549578.8,20224,7371,40273,67868
9/27/23,FINRA / NYSE TRF (DN),48911892,38152406,169340085,256404383,1305326963,1561967936,3940375801,6807670699,267869,113468,409396,790733
9/27/23,FINRA / Nasdaq TRF Carteret (DQ),1516132545,840629052,2272035232,4628796829,64014922402,50649020226,1.04349E+11,2.19013E+11,9808103,2724670,9191798,21724571
9/27/23,MIAX Pearl (H),68940250,85318221,80503549,234762020,1802897628,3891381472,2466888660,8161167760,664551,299420,479448,1443419
9/27/23,EDGA Equities (J),75525891,53267166,69899812,198692869,1902005588,2152732823,2437331775,6492070186,856282,257951,674164,1788397
9/27/23,EDGX Equities (K),170248282,122006788,321529465,613784535,5150985690,7484163647,12955146961,25590296297,1541717,591407,1846162,3979286
9/27/23,LTSE (L),133492,24287,32020,189799,1116129.62,2195249.99,4952107.8,8263487.41,98,48,98,244
9/27/23,NYSE Chicago (M),13782774,12279588,12847027,38909389,908664153.6,1662201136,1651113731,4221979020,68330,4584,52908,125822
9/27/23,NYSE (N),921730813,55537268,80163745,1057431826,43075320542,4321746503,3970802063,51367869107,3360028,217992,613822,4191842
9/27/23,NYSE Arca (P),174382035,366073574,425079759,965535368,7245494087,24798182912,14535998735,46579675735,2083614,1490834,2757879,6332327
9/27/23,NASDAQ (Q),438214016,226694600,986012465,1650921081,19555155756,19420775834,55087417013,94063348603,6036306,1391862,7532223,14960391
9/27/23,Members Exchange (U),124946229,54937595,150324720,330208544,3883206423,3344698449,5594352023,12822256895,1375073,324375,1170014,2869462
9/27/23,Investors Exchange (V),114298330,36796934,84345845,235441109,5821307949,2393437939,5219805373,13434551261,1587043,196330,1164865,2948238
9/27/23,NASDAQ PSX (X),12714360,13986368,16651340,43352068,586686315.4,1278796299,990931960.6,2856414575,247161,73547,214454,535162
9/27/23,BYX Equities (Y),35746312,25827018,40498890,102072220,828687175.5,1359405183,1168618280,3356710638,314453,112293,281686,708432
9/27/23,BZX Equities (Z),169340071,149314246,211105716,529760033,6845463312,9932568487,10348642211,27126674009,2244718,676432,1969746,4890896
9/26/23,NYSE American (A),8009527,15694718,6067454,29771699,305211160.6,551447207.5,349933031.4,1206591399,107903,55909,79734,243546
9/26/23,NASDAQ BX (B),16021009,10214581,16568210,42803800,674796926.9,622964096.1,872509981.1,2170271004,263855,57324,234931,556110
9/26/23,NYSE National (C),19003239,10007570,17236450,46247259,596186940.6,446097236.1,598365459.2,1640649636,337327,62442,233394,633163
9/26/23,FINRA / Nasdaq TRF Chicago (DB),3760117,2500059,8780826,15041002,126001882.4,97934749.38,610818829.3,834755461.2,16693,6928,39756,63377
9/26/23,FINRA / NYSE TRF (DN),46363982,38250230,153531717,238145929,1581833553,1564339380,3952406521,7098579454,251734,128236,414305,794275
9/26/23,FINRA / Nasdaq TRF Carteret (DQ),1344553529,842130163,2178336195,4365019887,58121973269,49624305033,94480088565,2.02226E+11,9531324,2912474,9290438,21734236
9/26/23,MIAX Pearl (H),69303692,71948616,79248908,220501216,1685151339,3297773487,2338023670,7320948495,631721,257685,466582,1355988
9/26/23,EDGA Equities (J),68738683,48268380,64539292,181546355,1840482097,1973333463,2337620064,6151435625,841901,233133,675611,1750645
9/26/23,EDGX Equities (K),146506988,116110893,330856182,593474063,4519058050,7110701350,11270761891,22900521291,1476801,563046,1857763,3897610
9/26/23,LTSE (L),9822,220883,91710,322415,448392.12,22083654.04,4861832.44,27393878.6,74,36,153,263
9/26/23,NYSE Chicago (M),18612823,17531185,16550124,52694132,1132638332,1955290518,1844419776,4932348626,61898,5126,54481,121505
9/26/23,NYSE (N),847654007,50452822,75597540,973704369,40513563370,3693638878,3678374670,47885576918,3042216,192132,591154,3825502
9/26/23,NYSE Arca (P),151830233,371439398,395329673,918599304,6339843582,24029394735,13613853783,43983092100,1953294,1383769,2855074,6192137
9/26/23,NASDAQ (Q),385446332,200909518,969585801,1555941651,17684146811,17426030628,52249766839,87359944278,5590253,1231057,7323482,14144792
9/26/23,Members Exchange (U),105652559,52134751,144137929,301925239,3466602417,3061751907,5416390015,11944744338,1287708,294931,1186018,2768657
9/26/23,Investors Exchange (V),105250691,33065824,95629177,233945692,5539118922,2195372668,4830737268,12565228858,1521294,181381,1156802,2859477
9/26/23,NASDAQ PSX (X),10728949,11860709,15001726,37591384,537471382.4,964044720.6,850476184.8,2351992288,231621,60919,205046,497586
9/26/23,BYX Equities (Y),29595019,25260344,37152546,92007909,758589784.7,1356909601,1032974136,3148473522,301682,109069,280144,690895
9/26/23,BZX Equities (Z),144835558,112658551,199555886,457049995,5925072983,8411939843,9318116240,23655129066,2050706,587805,1911652,4550163
9/25/23,NYSE American (A),7393678,16197270,5925824,29516772,300020533.6,493655118.3,315457152.8,1109132805,98659,51755,71397,221811
9/25/23,NASDAQ BX (B),14059490,8077318,14481868,36618676,562573431.4,488235881.7,687000225.3,1737809538,229531,48262,198236,476029
9/25/23,NYSE National (C),16463655,8172538,13638802,38274995,495419862.9,363164280.4,425460178.3,1284044322,288556,52191,202144,542891
9/25/23,FINRA / Nasdaq TRF Chicago (DB),3476510,2740635,8568577,14785722,126926293.1,87386675.59,536416378.2,750729346.9,17319,6934,38441,62694
9/25/23,FINRA / NYSE TRF (DN),43334340,35540212,146495788,225370340,1104526811,1186699358,3073591796,5364817965,240614,104723,362851,708188
9/25/23,FINRA / Nasdaq TRF Carteret (DQ),1228560581,755136735,1934897044,3918594360,54059508660,40964489261,83117906929,1.78142E+11,8514811,2413244,8498008,19426063
9/25/23,MIAX Pearl (H),61054523,66139987,66390301,193584811,1484020120,2664770164,1971788088,6120578371,585430,225251,408044,1218725
9/25/23,EDGA Equities (J),60082688,42925847,54132747,157141282,1571969479,1652764557,1983691360,5208425396,742809,202476,599232,1544517
9/25/23,EDGX Equities (K),134941285,98438699,273413984,506793968,4026428005,5393118586,9657384655,19076931246,1303929,465764,1564973,3334666
9/25/23,LTSE (L),36329,70486,154169,260984,2442848.49,3195163.7,5680075.86,11318088.05,23,9,48,80
9/25/23,NYSE Chicago (M),14124036,5260079,10694506,30078621,708619063.5,546765790.3,1304813506,2560198359,54893,4906,46171,105970
9/25/23,NYSE (N),798217694,43363935,66449246,908030875,37743415533,3130192731,3076202264,43949810528,2830086,171245,512282,3513613
9/25/23,NYSE Arca (P),146437903,302483388,344801086,793722377,6002422619,18398018786,11241124067,35641565472,1773656,1168124,2399472,5341252
9/25/23,NASDAQ (Q),357232045,176154235,848208742,1381595022,15664890450,13969547690,43999228494,73633666634,5035596,1037527,6471427,12544550
9/25/23,Members Exchange (U),98017416,49490594,121635147,269143157,3112165891,2635412627,4492351065,10239929583,1152907,257463,1016664,2427034
9/25/23,Investors Exchange (V),94546429,24710642,75844095,195101166,4947844738,1471579092,4169154455,10588578285,1379946,149002,1059888,2588836
9/25/23,NASDAQ PSX (X),10897639,10672601,12838208,34408448,515691463.6,879104817.6,700515278.5,2095311560,219199,55539,176520,451258
9/25/23,BYX Equities (Y),26996383,22006078,30811315,79813776,694770735.9,1149960052,930450341.3,2775181129,273402,90471,242164,606037
9/25/23,BZX Equities (Z),130702297,93578323,176694587,400975207,5263600455,6083566036,7553124480,18900290971,1869711,473334,1674481,4017526
9/22/23,NYSE American (A),8441666,14239936,6049538,28731140,378752194.2,662859869,383401912.5,1425013976,108903,53394,76979,239276
9/22/23,NASDAQ BX (B),13550310,9028244,14593577,37172131,682647864.3,607215225.9,827211348.3,2117074439,262374,49005,220161,531540
9/22/23,NYSE National (C),18699639,8611669,15179985,42491293,570534465.5,388304049,481965988.7,1440804503,298632,55937,200428,554997
9/22/23,FINRA / Nasdaq TRF Chicago (DB),3188386,1977478,7948783,13114647,123816767,92802832.25,562306792.4,778926391.7,16239,6568,39230,62037
9/22/23,FINRA / NYSE TRF (DN),38848899,32433976,153190096,224472971,1125576156,1389942916,3804123747,6319642819,244743,107419,392011,744173
