Day,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
12/26/23,NASDAQ (Q),264034523,111927729,937238914,1313201166,11799169006,9542522730,41453238148,62794929885,3982519,777113,5892179,10651811
12/26/23,Members Exchange (U),74451302,37036395,243581814,355069511,2562386147,2032891846,3649085191,8244363183,865388,212839,905983,1984210
12/26/23,Investors Exchange (V),59647267,18397767,64236335,142281369,3132425068,1437128876,3186720542,7756274486,954751,125006,831487,1911244
12/26/23,NASDAQ PSX (X),5612128,4810172,10258800,20681100,250706341.9,370800225.6,423299098.2,1044805666,111100,27433,102393,240926
12/26/23,BYX Equities (Y),20434906,17435821,36407444,74278171,558659036.2,1004733350,778145912.5,2341538299,241761,83661,256867,582289
12/26/23,BZX Equities (Z),108023712,67402114,381348792,556774618,4611889206,5097368272,6486971786,16196229264,1573878,392469,1647785,3614132
12/22/23,NYSE American (A),5444511,15189547,5340813,25974871,185018139.6,309704697.3,197762708.7,692485545.5,72366,59310,56830,188506
12/22/23,NASDAQ BX (B),10159544,9108528,14203317,33471389,511983646.5,570025351,658310606.6,1740319604,161335,50072,157204,368611
12/22/23,NYSE National (C),14545972,6732932,13943481,35222385,457366455.7,256550876.6,409649838,1123567170,252191,45131,186829,484151
12/22/23,FINRA / Nasdaq TRF Chicago (DB),4181169,2203481,10184075,16568725,158064000.4,99116856.04,649598591.4,906779447.8,19466,7400,48774,75640
12/22/23,FINRA / NYSE TRF (DN),42988766,32155055,199880677,275024498,1316090733,1216668152,3512299064,6045057949,246461,122423,483125,852009
12/22/23,FINRA / Nasdaq TRF Carteret (DQ),1181418484,735553015,2149474736,4066446235,55381502872,43617460979,86524799919,1.85524E+11,8379625,2648584,9019106,20047315
12/22/23,MIAX Pearl (H),52943055,58488906,79630675,191062636,1258599667,2488352140,1968399987,5715351794,495895,220122,477304,1193321
12/22/23,EDGA Equities (J),73758850,52477898,67774036,194010784,1774399192,1935627101,1937802387,5647828681,774614,224195,660503,1659312
12/22/23,EDGX Equities (K),154650756,108219197,355152046,618021999,5071102271,6048386531,11214491991,22333980793,1388413,553026,1856076,3797515
12/22/23,LTSE (L),85104,133431,66197,284732,1192348.21,10208475.51,9656178.36,21057002.08,237,124,317,678
12/22/23,NYSE Chicago (M),8583106,13287123,26762871,48633100,797145115.5,1856594591,2731776570,5385516277,72469,5487,76756,154712
12/22/23,NYSE (N),718175672,43702157,85024008,846901837,36165164468,3319411152,3377431699,42862007318,2877955,179048,568940,3625943
12/22/23,NYSE Arca (P),146277356,303471075,482177949,931926380,5943776050,19841936519,12206908811,37992621381,1702956,1310347,2786583,5799886
12/22/23,NASDAQ (Q),338457867,167207381,948582105,1454247353,15452479090,13483561694,48938205311,77874246094,4981047,1125709,7077475,13184231
12/22/23,Members Exchange (U),92706682,53578774,156816212,303101668,3184688687,3029206069,5058131144,11272025900,1067737,307884,1102634,2478255
12/22/23,Investors Exchange (V),85308279,25381786,75211931,185901996,4482592484,1950142023,4470780741,10903515247,1206831,160067,1003244,2370142
12/22/23,NASDAQ PSX (X),5775408,6495199,9785288,22055895,269711578.3,584429175,493816745.1,1347957498,107094,37168,112053,256315
12/22/23,BYX Equities (Y),29067480,22423462,33561999,85052941,737315481.7,1377976320,968120741.8,3083412544,286360,98897,285617,670874
12/22/23,BZX Equities (Z),142746341,97135643,230414696,470296680,6277079001,7164190431,9257193533,22698462965,2066393,552206,2001971,4620570
12/21/23,NYSE American (A),5813641,23067747,5230042,34111430,209888884.3,412550603.4,236328537.5,858768025.3,78051,64282,59668,202001
12/21/23,NASDAQ BX (B),12325831,11255414,21563680,45144925,616963375,670498723,753089078.3,2040551176,193116,53905,165043,412064
12/21/23,NYSE National (C),15999099,10324400,19990004,46313503,502237112.7,375429939.2,503205987.3,1380873039,280589,55364,200404,536357
12/21/23,FINRA / Nasdaq TRF Chicago (DB),4107724,2306577,11024838,17439139,156095147.5,93928494.26,793608708,1043632350,19662,7087,50866,77615
12/21/23,FINRA / NYSE TRF (DN),42327563,31559438,217775289,291662290,1344266216,1583695331,3738039288,6666000836,247535,109945,471864,829344
12/21/23,FINRA / Nasdaq TRF Carteret (DQ),1347704557,788327190,2501308329,4637340076,62577384009,50380777785,99487264079,2.12445E+11,9255902,2532310,9462241,21250453
12/21/23,MIAX Pearl (H),56847517,75897166,90004336,222749019,1394174558,3048587871,2292093976,6734856406,528998,249133,493193,1271324
12/21/23,EDGA Equities (J),79717395,60934997,80263040,220915432,1995203256,2267841823,2346802202,6609847282,842141,257758,683870,1783769
12/21/23,EDGX Equities (K),163363810,123628639,386486088,673478537,5584026414,7268552383,12736992633,25589571430,1481825,598924,1924215,4004964
12/21/23,LTSE (L),52345,35365,42525,130235,1147149.43,2168455.14,10773993.41,14089597.98,228,92,234,554
12/21/23,NYSE Chicago (M),12064064,17035678,19039529,48139271,1023349695,1266067821,2221859410,4511276926,92331,5639,83009,180979
12/21/23,NYSE (N),841473322,50157518,93764032,985394872,43472226472,3949321172,3906226779,51327774423,3190989,196391,597708,3985088
12/21/23,NYSE Arca (P),160263567,350488976,562266308,1073018851,6999157651,23999856065,14192640676,45191654392,1898155,1418217,2897355,6213727
12/21/23,NASDAQ (Q),368074501,192905453,1043154297,1604134251,17697971715,16000009372,58015973181,91713954267,5527917,1246732,7438996,14213645
12/21/23,Members Exchange (U),115700705,62560868,191202415,369463988,3947519501,3775266788,5511340714,13234127004,1167348,337357,1127674,2632379
12/21/23,Investors Exchange (V),100973550,27154656,88977466,217105672,5547520401,2197685609,5141780123,12886986133,1411979,165368,1101995,2679342
12/21/23,NASDAQ PSX (X),5391865,7583405,12570438,25545708,248280935.4,745054640.2,592065442.9,1585401018,98469,40964,103847,243280
12/21/23,BYX Equities (Y),32362534,30040891,45408533,107811958,840243446.9,1777349869,1181209081,3798802396,323932,115872,313863,753667
12/21/23,BZX Equities (Z),152243268,115070791,244536443,511850502,6904673171,8524951621,10502347602,25931972394,2245349,618510,2081555,4945414
12/20/23,NYSE American (A),7741212,22271043,7092792,37105047,322086757.2,455819785.5,332880163.8,1110786706,96571,88042,76664,261277
12/20/23,NASDAQ BX (B),12961005,12687454,20434542,46083001,738791550.3,783644901.9,965082905.9,2487519358,198589,68888,197962,465439
12/20/23,NYSE National (C),19251939,11582449,20897854,51732242,627327949.1,426763445.8,600682325.1,1654773720,298968,64610,223818,587396
12/20/23,FINRA / Nasdaq TRF Chicago (DB),5422481,3024782,13877518,22324781,215037371.9,125035101.4,928998491.2,1269070964,26907,12311,61355,100573
12/20/23,FINRA / NYSE TRF (DN),58252125,42250261,251570698,352073084,1743247666,1587887108,4595846305,7926981078,305193,147560,546650,999403
12/20/23,FINRA / Nasdaq TRF Carteret (DQ),1561371979,1031088385,2814695170,5407155534,74914660415,62464410821,1.15206E+11,2.52585E+11,10647210,3122748,10911636,24681594
12/20/23,MIAX Pearl (H),64425227,77156721,96200829,237782777,1740416603,3412937917,2642250030,7795604550,547695,298174,573210,1419079
12/20/23,EDGA Equities (J),90300414,57070174,87869242,235239830,2348375302,2381949634,2735333404,7465658340,955899,296307,817111,2069317
12/20/23,EDGX Equities (K),195730307,143825681,464463930,804019918,6894074672,7880896361,15053518026,29828489060,1730315,755974,2251214,4737503
12/20/23,LTSE (L),113382,84139,79035,276556,1531641.66,8378618.36,7354980.47,17265240.49,239,139,333,711
12/20/23,NYSE Chicago (M),19396508,19901739,36274322,75572569,1694936859,1896107038,2745495139,6336539036,100138,6106,100079,206323
12/20/23,NYSE (N),1026089822,59001128,108624472,1193715422,54621486380,5010200420,4907117544,64538804344,3721054,234636,725662,4681352
12/20/23,NYSE Arca (P),197193993,433814292,600759241,1231767526,8649518401,29407754532,18069367076,56126640008,2241863,1825955,3347665,7415483
12/20/23,NASDAQ (Q),458483452,233374708,1299829401,1991687561,22021816767,19696118159,73543742888,1.15262E+11,6570483,1517040,9051602,17139125
12/20/23,Members Exchange (U),141727061,73813078,215334174,430874313,4804081848,4282561862,7101691598,16188335308,1417546,400470,1403541,3221557
12/20/23,Investors Exchange (V),115125528,38016068,102721771,255863367,6482924690,2800043849,6209612047,15492580586,1556899,212870,1242290,3012059
12/20/23,NASDAQ PSX (X),8061687,9115946,14605091,31782724,378730749.9,904739920.4,892278187,2175748857,112221,50595,136527,299343
12/20/23,BYX Equities (Y),38203126,35395795,49944436,123543357,1140709802,2223123538,1471774274,4835607614,382816,152473,382121,917410
12/20/23,BZX Equities (Z),187581726,130261874,289718327,607561927,8517245665,9607062452,12813824555,30938132673,2597180,734594,2479590,5811364
12/19/23,NYSE American (A),6801671,22400305,5389649,34591625,255130715.4,358070356.1,225866797.9,839067869.4,91965,63795,67450,223210
12/19/23,NASDAQ BX (B),13025818,8823267,18341039,40190124,681954526.9,538405339.8,829438006.5,2049797873,208943,48654,192701,450298
12/19/23,NYSE National (C),19646262,7400336,19215417,46262015,629938753.6,311210450.3,522219649.8,1463368854,328331,48275,230671,607277
12/19/23,FINRA / Nasdaq TRF Chicago (DB),4639035,1864257,12084213,18587505,178813530.6,91625262.39,833384347.4,1103823140,23443,7072,56888,87403
12/19/23,FINRA / NYSE TRF (DN),56761236,30896822,226125112,313783170,2066421625,1438133303,4374523459,7879078388,285722,100639,511842,898203
12/19/23,FINRA / Nasdaq TRF Carteret (DQ),1627861713,809614946,2728390645,5165867304,77668224265,48261646540,1.13393E+11,2.39322E+11,10244651,2550622,10566714,23361987
12/19/23,MIAX Pearl (H),56575817,53339700,76765713,186681230,1429624828,2215799298,1912138204,5557562330,471543,208808,504018,1184369
12/19/23,EDGA Equities (J),83507526,41981000,76617251,202105777,2208093723,1765810056,2206694965,6180598744,964999,213568,788691,1967258
12/19/23,EDGX Equities (K),181678842,101518284,386003454,669200580,6132206974,5587089902,12579875894,24299172769,1590723,502062,2032291,4125076
12/19/23,LTSE (L),28101,50430,82666,161197,1229437.2,4241832.85,3997368.39,9468638.44,232,113,236,581
12/19/23,NYSE Chicago (M),34314256,28126006,17331179,79771441,1753676332,2399312517,2338414773,6491403622,77450,4977,76032,158459
12/19/23,NYSE (N),1007286292,43313879,90422155,1141022326,52996803338,3416105063,3754995813,60167904215,3341709,175183,633151,4150043
12/19/23,NYSE Arca (P),177065003,307646682,525321394,1010033079,7735880466,20426301747,13447692734,41609874948,2065044,1258985,3024730,6348759
12/19/23,NASDAQ (Q),416853032,169429628,1192696226,1778978886,19600337007,13880788733,62664598469,96145724210,6010400,1084568,8102328,15197296
12/19/23,Members Exchange (U),116913548,50024037,169332457,336270042,4180251448,2794631979,5227007827,12201891255,1301502,288440,1225315,2815257
12/19/23,Investors Exchange (V),112639960,26415533,96975459,236030952,5951496841,1944116130,5496719591,13392332562,1526992,169173,1230141,2926306
12/19/23,NASDAQ PSX (X),7815573,6383167,10022883,24221623,418658617.1,503060576.4,604286762.4,1526005956,130707,33245,123679,287631
12/19/23,BYX Equities (Y),36626409,23065492,47566528,107258429,1061300846,1433474344,1274665072,3769440261,375007,100496,377982,853485
12/19/23,BZX Equities (Z),170215619,95359114,240476666,506051399,7538506563,6822012111,9833547694,24194066368,2357327,527140,2153335,5037802
12/18/23,NYSE American (A),6579786,19861568,5740492,32181846,251611312.8,408700943.9,270117115.1,930429371.8,96835,64879,72551,234265
12/18/23,NASDAQ BX (B),13840439,9319935,19416618,42576992,703888621.5,590580303.8,801100699.1,2095569624,222442,49601,200130,472173
12/18/23,NYSE National (C),19113042,7181590,17272973,43567605,622120948.3,328881834.8,534385564.7,1485388348,351445,49450,240356,641251
12/18/23,FINRA / Nasdaq TRF Chicago (DB),4720392,1817996,12556697,19095085,180906124.3,91983611.06,932693314.9,1205583050,24295,6987,60558,91840
12/18/23,FINRA / NYSE TRF (DN),63724335,35071552,261812607,360608494,2165498719,1447554796,5180907916,8793961431,333417,126459,605145,1065021
12/18/23,FINRA / Nasdaq TRF Carteret (DQ),1569246026,833835455,2705902204,5108983685,77434884974,55802309256,1.15572E+11,2.48809E+11,10663663,2590619,10858020,24112302
12/18/23,MIAX Pearl (H),54818888,48132926,92318789,195270603,1410708267,2227635191,2019393748,5657737206,486971,212643,510749,1210363
12/18/23,EDGA Equities (J),81762457,37722771,76212041,195697269,2327597809,1629493015,2346586319,6303677143,1000288,210264,808017,2018569
12/18/23,EDGX Equities (K),187197653,96653657,432766376,716617686,6139290590,5914309369,13504650221,25558250180,1660719,518569,2174722,4354010
12/18/23,LTSE (L),83812,48470,55601,187883,1738401.5,1274209.44,9340341.82,12352952.76,267,178,432,877
12/18/23,NYSE Chicago (M),20639906,18851650,23062036,62553592,1334289884,1894181811,4317142180,7545613875,85765,4872,83021,173658
12/18/23,NYSE (N),1030135131,42768497,96362666,1169266294,53700105034,3601732051,4283825188,61585662273,3502911,182016,689925,4374852
12/18/23,NYSE Arca (P),199528604,292426165,494019116,985973885,8329788591,20389906498,13454237342,42173932432,2228630,1260405,2997790,6486825
12/18/23,NASDAQ (Q),456588079,166276981,1226316025,1849181085,21414234905,13973698145,65938166004,1.01326E+11,6423160,1150038,8443101,16016299
12/18/23,Members Exchange (U),124037655,48948180,199982590,372968425,4545887028,2932304153,6276455710,13754646890,1464538,301702,1357493,3123733
12/18/23,Investors Exchange (V),117390914,28401409,98086181,243878504,6440039931,2291163327,5528000723,14259203981,1631033,186056,1269139,3086228
12/18/23,NASDAQ PSX (X),8720039,6791102,12650393,28161534,375339923.1,587455172.9,667059012.8,1629854109,132993,36536,130816,300345
12/18/23,BYX Equities (Y),34350874,24407526,47118883,105877283,1027416161,1561889091,1260613624,3849918876,381560,103060,363615,848235
12/18/23,BZX Equities (Z),184485411,92370538,285718839,562574788,8559782644,7044727652,11563859369,27168369665,2615281,546179,2404007,5565467
12/15/23,NYSE American (A),9001639,86900252,6585625,102487516,355098055.7,958558652.9,370705236,1684361945,136273,73635,94979,304887
12/15/23,NASDAQ BX (B),18307949,12568644,22560496,53437089,1023716794,850296431.1,1085920015,2959933240,283054,65848,234465,583367
12/15/23,NYSE National (C),29302733,11534842,21951935,62789510,985587897.6,485775402.9,676330972.6,2147694273,505483,68913,320903,895299
12/15/23,FINRA / Nasdaq TRF Chicago (DB),5426116,2370900,11446553,19243569,208337462.2,109109945.2,868371300.9,1185818708,25941,8045,54628,88614
12/15/23,FINRA / NYSE TRF (DN),61149716,32834247,167894492,261878455,2052979411,1733264521,4838624125,8624868057,280655,102557,425339,808551
12/15/23,FINRA / Nasdaq TRF Carteret (DQ),2836803650,935380851,3292134372,7064318873,1.50179E+11,78106047090,1.76668E+11,4.04953E+11,12566328,2805301,11578231,26949860
12/15/23,MIAX Pearl (H),77973633,74500540,92884933,245359106,2162349796,3380211881,2640977716,8183539392,670593,304522,596630,1571745
12/15/23,EDGA Equities (J),108301774,57584835,83191496,249078105,3156104780,2580586262,3009372842,8746063885,1207935,276236,887947,2372118
12/15/23,EDGX Equities (K),239935639,133337349,362659665,735932653,8113375812,8721655262,14806384203,31641415277,2029135,665290,2159445,4853870
12/15/23,LTSE (L),158894,140337,43425,342656,3941094.02,9899512.52,7683220.99,21523827.53,252,204,245,701
12/15/23,NYSE Chicago (M),29470128,25751776,55987373,111209277,2004375159,3694404345,4852475058,10551254561,115479,8716,106520,230715
12/15/23,NYSE (N),3847594136,62482096,117000336,4027076568,2.03711E+11,4581009500,5809793904,2.14102E+11,4596328,235626,897200,5729154
12/15/23,NYSE Arca (P),283358096,427696146,575049819,1286104061,11441780151,32086231946,19226484849,62754496945,3071481,1770435,3691300,8533216
12/15/23,NASDAQ (Q),606473711,235340406,3446226125,4288040242,29890292413,21035203706,2.07805E+11,2.58731E+11,8255797,1566126,10030004,19851927
12/15/23,Members Exchange (U),172339365,71406690,196552530,440298585,6525850041,4439624832,7390990811,18356465683,1980857,419465,1594318,3994640
12/15/23,Investors Exchange (V),149708168,39061338,115285850,304055356,8449017091,3349338626,7047552488,18845908204,2000670,225958,1483245,3709873
12/15/23,NASDAQ PSX (X),12667324,9702890,16245158,38615372,638548790.8,1018099469,959032131.1,2615680391,158093,51805,151978,361876
12/15/23,BYX Equities (Y),48110267,33113605,48860145,130084017,1432435008,2049365097,1601052486,5082852592,513912,137727,433476,1085115
12/15/23,BZX Equities (Z),286953604,136128692,308112643,731194939,13600436187,10874894773,15852167600,40327498560,3342066,746036,2885944,6974046
12/14/23,NYSE American (A),11553887,23414206,10032166,45000259,465448255.5,567759700,457282407.5,1490490363,154818,81083,113237,349138
12/14/23,NASDAQ BX (B),23170881,15810998,26772663,65754542,1238003711,1146412259,1339341275,3723757245,349145,81320,290944,721409
12/14/23,NYSE National (C),30929901,12939413,26163261,70032575,992263485.8,541004991.4,888722381.4,2421990859,454502,79876,330332,864710
12/14/23,FINRA / Nasdaq TRF Chicago (DB),7608417,3436214,16516768,27561399,321727601.2,165932884.8,1156016378,1643676864,34241,10624,71833,116698
12/14/23,FINRA / NYSE TRF (DN),74565651,49731013,268752209,393048873,2555538628,2698149038,5301871125,10555558791,368336,137701,634929,1140966
12/14/23,FINRA / Nasdaq TRF Carteret (DQ),2379844549,1091268463,3484515822,6955628834,1.14546E+11,76382229960,1.48743E+11,3.39671E+11,14807609,3373835,13963317,32144761
12/14/23,MIAX Pearl (H),97421934,95297391,124426261,317145586,2596285610,4537144830,3427347731,10560778171,801884,376050,748754,1926688
12/14/23,EDGA Equities (J),132006731,67895714,111608692,311511137,3866536547,3177880646,3973141953,11017559146,1394401,331675,1092308,2818384
12/14/23,EDGX Equities (K),293813999,159145927,576444774,1029404700,10287159205,9835405602,18592377401,38714942208,2454144,793207,2864678,6112029
12/14/23,LTSE (L),52948,142903,12993,208844,2548760.71,9224424.55,1442179.01,13215364.27,192,123,137,452
12/14/23,NYSE Chicago (M),25494598,23264018,30271437,79030053,1778022805,3499431358,2739859569,8017313732,110751,9576,110729,231056
12/14/23,NYSE (N),1508025841,71016211,159405915,1738447967,77447295248,5599425264,7521694090,90568414602,5287602,282307,1081324,6651233
