Day,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2024-10-08,NYSE Arca (P),156940258,496656403,591767788,1245364449,7381964477.340404,23357523160.886807,16255116920.123401,46994604558.350612,1869478,1786102,3352195,7007775
2024-10-08,NASDAQ (Q),352367238,221719552,1036185930,1610272720,18541347557.142198,12910377272.260296,63127798319.417181,94579523148.819675,4988987,1202581,7566289,13757857
2024-10-08,Members Exchange (U),45451842,58469033,150249990,254170865,2025128383.611600,2531355127.228299,3681542786.567303,8238026297.407202,584886,248050,722684,1555620
2024-10-08,Investors Exchange (V),134849547,75391255,116111947,326352749,7531157506.493900,3412048190.561500,6776729126.954501,17719934824.009901,1576216,307033,1302161,3185410
2024-10-08,NASDAQ PSX (X),4252842,5946571,7579783,17779196,269098943.391400,434028022.262200,391746060.071100,1094873025.724700,71706,32731,87354,191791
2024-10-08,BYX Equities (Y),25087722,25535010,31954805,82577537,973530046.353200,983665732.144100,1132846091.074600,3090041869.571900,346053,116577,329968,792598
2024-10-08,BZX Equities (Z),143654547,147863363,185579626,477097536,7150599418.642102,7709078181.348901,9474538376.439803,24334215976.430806,1986236,685536,1867586,4539358
2024-10-07,NYSE American (A),4300901,23469581,5111729,32882211,236958431.587500,307775694.338300,279126301.894900,823860427.820700,53115,77000,48206,178321
2024-10-07,NASDAQ BX (B),8255550,13672804,11701605,33629959,583052450.223600,582954316.105700,662838639.173700,1828845405.503000,126596,104185,144791,375572
2024-10-07,NYSE National (C),10737165,10897541,10578893,32213599,309820001.013200,368041941.748300,329996801.031100,1007858743.792600,137535,60032,109043,306610
2024-10-07,FINRA / Nasdaq TRF Chicago (DB),7735935,3971208,15694248,27401391,318405238.687200,179462341.934700,1050486494.390400,1548354075.012300,68957,26812,135623,231392
2024-10-07,FINRA / NYSE TRF (DN),65437964,67189447,166842250,299469661,2636693731.763199,2692148172.122299,4618952466.042499,9947794369.927997,518390,218117,657890,1394397
2024-10-07,FINRA / Nasdaq TRF Carteret (DQ),1577574710,1082919245,2523674369,5184168324,77270396771.824031,55522721262.520654,117487362303.661047,250280480338.005732,12576568,3808111,14063583,30448262
2024-10-07,MIAX Pearl (H),54076355,84050318,71505904,209632577,1155001680.656400,2381037117.692000,1820477770.698700,5356516569.047100,420434,233138,418957,1072529
2024-10-07,EDGA Equities (J),23012241,23198520,50108422,96319183,919404634.871500,810106693.037700,1052073361.705300,2781584689.614500,285235,115754,290309,691298
2024-10-07,EDGX Equities (K),141889712,144327495,346248941,632466148,5488300583.583900,6386675497.581100,14681625619.305695,26556601700.470695,1204517,683459,2004857,3892833
2024-10-07,LTSE (L),1073922,83905,1465261,2623088,130762828.768000,927973.434300,121141127.485800,252831929.688100,12339,615,13423,26377
2024-10-07,NYSE Chicago (M),11922630,23481293,12312820,47716743,1043171281.424400,2103254935.347300,1518311239.937900,4664737456.709600,104581,10812,95710,211103
2024-10-07,NYSE (N),890224708,44970247,72338647,1007533602,49367174800.289200,2482842801.956500,3309100006.669101,55159117608.914801,3108241,186435,498402,3793078
2024-10-07,NYSE Arca (P),179413384,444399838,478049995,1101863217,7832483233.411197,24578275339.789695,17182257431.065201,49593016004.266093,2069635,1790461,3528509,7388605
2024-10-07,NASDAQ (Q),356878322,210192826,1119261379,1686332527,19096425849.118502,13652772451.694385,68522090750.700969,101271289051.513856,5302634,1257572,8245600,14805806
2024-10-07,Members Exchange (U),50294745,52261797,125690388,228246930,2187271087.707500,2511385850.300899,3842336589.599800,8540993527.608199,650751,259678,768770,1679199
2024-10-07,Investors Exchange (V),135854008,66861141,120770316,323485465,7519537429.852501,3289466721.275400,7116443644.737500,17925447795.865401,1608734,304412,1363978,3277124
2024-10-07,NASDAQ PSX (X),5724358,6338076,7692373,19754807,334847507.919500,553612161.556000,433448309.154400,1321907978.629900,84549,35075,97588,217212
2024-10-07,BYX Equities (Y),24420490,23386611,30156808,77963909,1019851911.143400,939446479.574300,1230822039.956600,3190120430.674300,348461,116441,333897,798799
2024-10-07,BZX Equities (Z),152979374,136455949,174795283,464230606,7279274540.977897,7917488642.177001,10313788777.312106,25510551960.467004,2140311,720419,2011059,4871789
2024-10-04,NYSE American (A),5891619,17737192,5480476,29109287,217135142.593300,290207993.792100,268852061.362700,776195197.748100,57134,69288,47653,174075
2024-10-04,NASDAQ BX (B),8138803,10465317,11264035,29868155,556505917.522400,517003268.826500,647443330.691700,1720952517.040600,131249,84612,131477,347338
2024-10-04,NYSE National (C),10151480,9528174,12138672,31818326,315010449.412600,358698324.074000,357035333.321300,1030744106.807900,127601,58967,109468,296036
2024-10-04,FINRA / Nasdaq TRF Chicago (DB),7625924,3753900,14801981,26181805,303266366.314800,170389349.529000,984173797.489000,1457829513.332800,65692,22071,119782,207545
2024-10-04,FINRA / NYSE TRF (DN),66489107,58913430,170762753,296165290,2741969619.500400,2373545787.943601,4358788479.403301,9474303886.847302,494782,191944,602830,1289556
2024-10-04,FINRA / Nasdaq TRF Carteret (DQ),1498746836,997730413,2439671800,4936149049,72748340547.160901,47378283952.352009,106909070206.229181,227035694705.742091,12128478,3356049,12847124,28331651
2024-10-04,MIAX Pearl (H),50980154,79744902,79320853,210045909,1172469745.876200,2457091073.742100,1798257698.838400,5427818518.456700,441735,233372,417706,1092813
2024-10-04,EDGA Equities (J),20346918,20076055,52669515,93092488,858752291.854200,753807121.749500,1083688129.476800,2696247543.080500,264204,110713,278636,653553
2024-10-04,EDGX Equities (K),140951399,153328109,344948135,639227643,5324534567.243601,7187904979.997397,13879658460.341201,26392098007.582199,1135609,698967,1821807,3656383
2024-10-04,LTSE (L),4140,0,4426,8566,294820.970000,0.000000,736621.440000,1031442.410000,14,0,7,21
2024-10-04,NYSE Chicago (M),12575063,14011459,13212389,39798911,1136637407.485600,1043743013.271400,1685981609.423200,3866362030.180200,125799,10621,114561,250981
2024-10-04,NYSE (N),819614997,45558011,76374333,941547341,44970097573.736800,2691262541.702900,3045007490.882400,50706367606.322100,3139291,183062,515452,3837805
2024-10-04,NYSE Arca (P),173734242,408581191,495937187,1078252620,7759566088.970303,24039660002.858504,17265015353.153704,49064241444.982511,2075617,1722132,3302994,7100743
2024-10-04,NASDAQ (Q),362386791,201906468,1063555564,1627848823,19201842373.722299,14113031496.082505,66926117208.380581,100240991078.185385,5337456,1246486,7976769,14560711
2024-10-04,Members Exchange (U),50838068,52117245,125918916,228874229,2186870838.186300,2769272722.010702,3841293307.790204,8797436867.987206,675136,266528,733433,1675097
2024-10-04,Investors Exchange (V),131237095,57430534,118360994,307028623,7264641114.799600,3077864049.161100,6658429630.257801,17000934794.218501,1599663,283251,1317998,3200912
2024-10-04,NASDAQ PSX (X),5185347,6496897,8499352,20181596,344456961.261700,620726617.626000,450303391.609300,1415486970.497000,85608,34557,102776,222941
2024-10-04,BYX Equities (Y),23392738,19950670,32433006,75776414,951103929.897900,916261980.276300,1255711024.937300,3123076935.111500,323147,114010,316724,753881
2024-10-04,BZX Equities (Z),155275941,129467947,187772988,472516876,7649194744.839901,8187497255.123304,10814954179.352802,26651646179.316007,2188001,707823,1942247,4838071
2024-10-03,NYSE American (A),4785364,21546344,5914001,32245709,210206976.219900,286994016.709400,253289871.793500,750490864.722800,59613,72141,45842,177596
2024-10-03,NASDAQ BX (B),9336714,10067889,10646577,30051180,576849173.562300,505009069.508600,625154631.089400,1707012874.160300,125076,85800,123444,334320
2024-10-03,NYSE National (C),11350511,9052921,11868802,32272234,335887491.114500,356508461.562700,328425848.001800,1020821800.679000,128672,53062,97604,279338
2024-10-03,FINRA / Nasdaq TRF Chicago (DB),7182989,3956272,12775016,23914277,276725094.416500,154871286.909600,851925660.209600,1283522041.535700,57208,20644,105632,183484
2024-10-03,FINRA / NYSE TRF (DN),65754408,59149574,191039637,315943619,2666804612.067099,2140883747.730500,4224028286.851202,9031716646.648801,492625,191173,554846,1238644
2024-10-03,FINRA / Nasdaq TRF Carteret (DQ),1534485151,994846111,2492427341,5021758603,71666366625.356170,40864252824.218710,98473518314.102693,211004137763.677573,11951133,3305848,11959486,27216467
2024-10-03,MIAX Pearl (H),53883267,76376193,76989686,207249146,1158605837.480800,2331793629.999300,1707458343.019700,5197857810.499800,453076,232460,391160,1076696
2024-10-03,EDGA Equities (J),24446655,17635941,63621983,105704579,934318410.978400,749353526.293100,939804273.867700,2623476211.139200,273544,101997,293477,669018
2024-10-03,EDGX Equities (K),135882489,145840817,354381164,636104470,5019049370.777400,6789377820.794799,12290108964.013201,24098536155.585400,1111867,672371,1658828,3443066
2024-10-03,LTSE (L),463,0,3200,3663,20828.500000,0.000000,128550.000000,149378.500000,6,0,3,9
2024-10-03,NYSE Chicago (M),11239318,17970897,14959437,44169652,1026481185.231500,2885811062.039301,1659257395.967900,5571549643.238701,117750,8363,115114,241227
2024-10-03,NYSE (N),894936152,47881005,66385325,1009202482,47571866424.742696,2607464060.584801,2883048662.201399,53062379147.528896,3039762,183928,458069,3681759
2024-10-03,NYSE Arca (P),178465210,397500496,571934176,1147899882,7595796070.542103,23030682741.261098,15452707215.168812,46079186026.972013,2148404,1679973,3037869,6866246
2024-10-03,NASDAQ (Q),354394854,192444324,1012455791,1559294969,18027253686.624005,12924223162.449696,60258105857.308304,91209582706.382005,5067879,1206804,7455982,13730665
2024-10-03,Members Exchange (U),53027546,52947854,152166235,258141635,2206959329.775800,2616378312.861903,3564925383.517800,8388263026.155503,691120,264288,703555,1658963
2024-10-03,Investors Exchange (V),135603352,55605140,108363596,299572088,7050231529.558901,2886672300.485201,5912304285.432802,15849208115.476904,1561920,264640,1218338,3044898
2024-10-03,NASDAQ PSX (X),5044556,5996248,7294753,18335557,313699649.623700,629952050.410400,403093979.215300,1346745679.249400,79534,36891,89362,205787
2024-10-03,BYX Equities (Y),26497074,18695492,30817083,76009649,1085318099.310400,918369202.668200,1171481040.343800,3175168342.322400,347996,107612,303546,759154
2024-10-03,BZX Equities (Z),157687051,125994211,176934051,460615313,7406472223.691801,7785273341.977399,9680052767.862200,24871798333.531400,2156916,693042,1813100,4663058
2024-10-02,NYSE American (A),5697512,18123450,6322543,30143505,253374377.249600,285202363.514200,251824091.918000,790400832.681800,65700,69053,52748,187501
2024-10-02,NASDAQ BX (B),10043682,13268006,14741227,38052915,690669369.176600,550322958.511800,732919258.691100,1973911586.379500,140355,86060,151260,377675
2024-10-02,NYSE National (C),13140500,12803949,13501588,39446037,384379932.742200,425564233.485500,362009520.369000,1171953686.596700,137059,59204,111781,308044
2024-10-02,FINRA / Nasdaq TRF Chicago (DB),7715390,5130269,15019249,27864908,301218895.760800,184968284.015600,916553846.378200,1402741026.154600,60700,23479,114357,198536
2024-10-02,FINRA / NYSE TRF (DN),70088385,68357349,172146630,310592364,2627437080.037000,2763138239.679701,4138527068.298599,9529102388.015300,506969,186864,591513,1285346
2024-10-02,FINRA / Nasdaq TRF Carteret (DQ),1671595208,1112142223,2694526214,5478263645,78857260298.828155,49642042698.145588,101252479362.864813,229751782359.838556,12813375,3484301,12992410,29290086
2024-10-02,MIAX Pearl (H),58177698,71548293,79835292,209561283,1319622279.950000,2190026103.594900,1557552255.981900,5067200639.526800,439006,230258,416176,1085440
2024-10-02,EDGA Equities (J),26219877,25680619,65680031,117580527,1142755117.960100,926131461.304300,1079151855.292900,3148038434.557300,312983,121504,312992,747479
2024-10-02,EDGX Equities (K),147591294,154457297,332533466,634582057,5737114926.318000,6758129389.468604,11918902609.288203,24414146925.074807,1190362,706254,1833506,3730122
2024-10-02,LTSE (L),0,0,3400,3400,0.000000,0.000000,288749.000000,288749.000000,0,0,9,9
2024-10-02,NYSE Chicago (M),13201913,29136738,26750305,69088956,1281484691.058500,3015195357.733100,2532833075.123299,6829513123.914899,133198,12345,121544,267087
2024-10-02,NYSE (N),899347240,47739030,67940199,1015026469,49237041768.225295,2696696956.917701,2701721483.796699,54635460208.939695,3025361,193502,486480,3705343
2024-10-02,NYSE Arca (P),201920411,449267585,578217470,1229405466,8971025906.127900,22809645221.530215,15972147669.882695,47752818797.540810,2267163,1730213,3379320,7376696
2024-10-02,NASDAQ (Q),384518055,206988980,1089394791,1680901826,19776189383.272099,12465650994.117703,61190464644.993979,93432305022.383781,5256057,1202886,7897070,14356013
2024-10-02,Members Exchange (U),61198170,54031769,152005149,267235088,2528893663.728301,2533576207.489699,3549807778.237898,8612277649.455898,732837,266833,779341,1779011
2024-10-02,Investors Exchange (V),147282059,62209834,121182461,330674354,7752638847.605901,2930326475.424300,6307097864.442100,16990063187.472301,1644597,284210,1330197,3259004
2024-10-02,NASDAQ PSX (X),5482546,6175303,7205609,18863458,327969774.987700,469226830.760900,385945816.338100,1183142422.086700,84541,34888,94414,213843
2024-10-02,BYX Equities (Y),29445350,23758160,35354183,88557693,1192294813.714000,928836194.803900,1288751548.276899,3409882556.794799,384425,116391,350052,850868
2024-10-02,BZX Equities (Z),170413857,139582745,192854843,502851445,8195354432.017096,7752718884.664105,9685555861.880000,25633629178.561201,2209960,700017,1957292,4867269
2024-10-01,NYSE American (A),5874383,26475391,6092032,38441806,269543825.031900,545082549.315700,314681288.007100,1129307662.354700,70491,101947,60787,233225
2024-10-01,NASDAQ BX (B),11535863,15238166,14700928,41474957,663655163.678600,729814370.100700,837288841.684900,2230758375.464200,161575,111689,163570,436834
2024-10-01,NYSE National (C),13246413,14635544,18180826,46062783,391915600.506300,523540414.093600,498805561.309800,1414261575.909700,146769,76502,136022,359293
2024-10-01,FINRA / Nasdaq TRF Chicago (DB),8347755,5281531,16339079,29968365,336230174.301100,220603101.255200,1066086161.461400,1622919437.017700,71041,29873,134032,234946
2024-10-01,FINRA / NYSE TRF (DN),72624051,72936373,187847865,333408289,3126958277.763202,2909581980.838700,5378893248.365900,11415433506.967802,550457,242878,677421,1470756
2024-10-01,FINRA / Nasdaq TRF Carteret (DQ),1738935752,1418324902,2838125670,5995386324,84465530592.843443,71121547187.500515,125858148181.289076,281445225961.633034,13525895,4421642,14802682,32750219
2024-10-01,MIAX Pearl (H),62233535,98818930,86780799,247833264,1441080585.482100,3295202201.961601,2199262556.038200,6935545343.481901,489515,343014,502347,1334876
2024-10-01,EDGA Equities (J),25468081,32034177,57218567,114720825,1031815513.504500,1163855699.834200,1303748288.384700,3499419501.723400,321070,147936,367447,836453
2024-10-01,EDGX Equities (K),154544453,209441182,363888213,727873848,5899983132.502398,9811981956.260303,14220421744.955202,29932386833.717903,1286700,956222,2076733,4319655
2024-10-01,LTSE (L),539,100,1000,1639,7082.460000,124.000000,1714.000000,8920.460000,2,1,10,13
2024-10-01,NYSE Chicago (M),16594050,12910898,20960619,50465567,1454327034.977700,1603205496.312700,2676158875.742500,5733691407.032900,132685,12053,126275,271013
2024-10-01,NYSE (N),972650600,68361102,84324087,1125335789,53331726219.372595,4340420450.532097,3949961882.956497,61622108552.861189,3543931,275269,605022,4424222
2024-10-01,NYSE Arca (P),192018529,571207198,555738429,1318964156,8476268961.110706,31140577135.760587,19687594187.624610,59304440284.495903,2245893,2349959,3747825,8343677
2024-10-01,NASDAQ (Q),408295582,274208881,1242402937,1924907400,21487409884.211500,19645307720.369413,79490481751.354078,120623199355.934991,5969576,1708763,9345528,17023867
2024-10-01,Members Exchange (U),66462655,84455154,150920700,301838509,2659956352.529600,4035719715.736298,4396526140.080400,11092202208.346298,792666,394737,928534,2115937
2024-10-01,Investors Exchange (V),150003092,72602291,128393533,350998916,7960966017.005699,3916313336.672099,7320536483.901401,19197815837.579199,1740020,341224,1455471,3536715
2024-10-01,NASDAQ PSX (X),6535079,8435701,9567861,24538641,407363294.370800,937476036.804100,548507135.446500,1893346466.621400,103979,49028,122029,275036
2024-10-01,BYX Equities (Y),31183237,28111283,37254884,96549404,1143150152.077000,1288818769.634900,1494349162.092700,3926318083.804600,398077,142713,391469,932259
2024-10-01,BZX Equities (Z),188072364,177578266,208879241,574529871,8799875067.856302,11759207311.115699,12176773425.084803,32735855804.056804,2492303,1035600,2378615,5906518
2024-09-30,NYSE American (A),6435143,27757321,6455687,40648151,282922727.160800,360263724.404400,307751617.827100,950938069.392300,76088,68298,59279,203665
2024-09-30,NASDAQ BX (B),10966243,11860317,12691992,35518552,689475368.664400,613263396.420800,705004767.298900,2007743532.384100,148188,88009,143588,379785
2024-09-30,NYSE National (C),15474032,14196852,14435335,44106219,461465238.527600,421341378.557200,413146426.764600,1295953043.849400,163181,55176,116379,334736
2024-09-30,FINRA / Nasdaq TRF Chicago (DB),9788783,4392516,15662427,29843726,321378284.851900,198147039.272400,975442130.372200,1494967454.496500,70971,24162,122404,217537
2024-09-30,FINRA / NYSE TRF (DN),77874739,54215956,193645535,325736230,2893887544.632900,2024213912.141300,4399584332.290199,9317685789.064399,551124,195539,676889,1423552
2024-09-30,FINRA / Nasdaq TRF Carteret (DQ),1755504064,964298122,2773857104,5493659290,79884853781.714138,54937426866.080487,106841507837.542292,241663788485.336917,12953743,3429229,13898776,30281748
2024-09-30,MIAX Pearl (H),61192127,68522927,86282154,215997208,1407854686.976900,2408487342.678499,1849343667.318200,5665685696.973599,470820,230342,477355,1178517
2024-09-30,EDGA Equities (J),27886974,21874298,58509111,108270383,1095108751.585700,860158831.652300,1171397022.887500,3126664606.125500,334551,110855,371755,817161
2024-09-30,EDGX Equities (K),164138053,131384085,350293849,645815987,5884964293.376801,6811782818.906998,12373754079.243400,25070501191.527199,1266045,643751,1898530,3808326
2024-09-30,LTSE (L),604,0,300,904,89246.340000,0.000000,6284.000000,95530.340000,8,0,3,11
2024-09-30,NYSE Chicago (M),21084835,24174160,17567567,62826562,1559480817.799100,5322052405.256401,2631075304.071901,9512608527.127402,114753,8790,115373,238916
2024-09-30,NYSE (N),1337593234,44734269,75575268,1457902771,73313592366.104504,2679818532.984399,2981727724.973100,78975138624.062003,3300845,178385,527972,4007202
2024-09-30,NYSE Arca (P),203323573,394237774,563275639,1160836986,8192761823.506001,26532460798.630907,15958444554.721200,50683667176.858108,2197761,1636411,3368062,7202234
2024-09-30,NASDAQ (Q),401229443,189596994,1312650972,1903477409,19943568520.329199,13938409852.659199,82672373307.605247,116554351680.593645,5369748,1189281,8125436,14684465
2024-09-30,Members Exchange (U),61141816,49608201,166123293,276873310,2402238174.156000,2531327272.571399,3496298878.302403,8429864325.029802,741189,246896,813019,1801104
2024-09-30,Investors Exchange (V),156671374,60387297,118958240,336016911,7646633395.738501,3126665809.397399,6610832398.019899,17384131603.155799,1716189,277778,1374733,3368700
2024-09-30,NASDAQ PSX (X),6267906,6588518,8782642,21639066,379495344.230300,535294553.176600,468224092.803200,1383013990.210100,92738,34417,105510,232665
2024-09-30,BYX Equities (Y),36699781,20792220,36651630,94143631,1417151971.808500,878546461.903800,1490143509.125800,3785841942.838100,463186,106661,404330,974177
2024-09-30,BZX Equities (Z),173835743,126692602,194845304,495373649,7903719335.748000,8556041069.025396,9905820025.880402,26365580430.653798,2267086,671706,2018170,4956962
2024-09-27,NYSE American (A),6521113,17499228,7228408,31248749,317939174.290100,290166647.837200,368837556.753800,976943378.881100,82682,68309,67237,218228
2024-09-27,NASDAQ BX (B),8854754,11409729,11226945,31491428,578330961.180100,551922395.830000,595152797.738200,1725406154.748300,129664,74108,129458,333230
2024-09-27,NYSE National (C),13716332,11024401,12342360,37083093,467896883.604400,374968808.023700,406435795.958800,1249301487.586900,158889,54945,118694,332528
2024-09-27,FINRA / Nasdaq TRF Chicago (DB),8502043,4077224,15616627,28195894,317015528.178600,159716428.074100,1020476217.775600,1497208174.028300,57440,19278,111675,188393
2024-09-27,FINRA / NYSE TRF (DN),59106470,49916293,174704810,283727573,2520913688.641200,1609527096.986801,4616417310.720000,8746858096.348001,370068,127780,528575,1026423
2024-09-27,FINRA / Nasdaq TRF Carteret (DQ),1785526733,936697074,2620860949,5343084756,82354652249.518711,50593492903.594411,109370658089.527427,242318803242.640549,12633004,3212126,13158432,29003562
2024-09-27,MIAX Pearl (H),65074637,64204919,81276832,210556388,1572275013.645600,2300457997.132800,2012019367.901399,5884752378.679799,510655,238284,502019,1250958
