quarter,year,tier,ats_name,total_trades,total_shares,mpid
1,2022,nms,UBS ATS,136406512.00,13284933436.00,UBSA
1,2022,nms,SIGMA X2,104027106.00,10178515187.00,SGMT
1,2022,nms,CROSSFINDER,50927155.00,7531785443.00,CROS
1,2022,nms,JPM-X,55749358.00,6423783608.00,JPMX
1,2022,nms,INTELLIGENT CROSS LLC,60212444.00,5523428040.00,INCR
1,2022,nms,LEVEL ATS,36468122.00,5194480422.00,EBXL
1,2022,nms,MS POOL (ATS-4),23383374.00,5029274782.00,MSPL
1,2022,nms,THE BARCLAYS ATS,25392463.00,3443666550.00,LATS
1,2022,nms,BIDS ATS,3232891.00,3362038053.00,BIDS
1,2022,nms,IBKR ATS,15262296.00,3134192508.00,IATS
1,2022,nms,VIRTU MATCHIT ATS,18775998.00,2863359187.00,KCGM
1,2022,nms,MS TRAJECTORY CROSS (ATS-1),10266619.00,2188509508.00,MSTX
1,2022,nms,INSTINCT X,8287638.00,1916808025.00,MLIX
1,2022,nms,POSIT,4499402.00,1435430232.00,ITGP
1,2022,nms,CROSSSTREAM,3295858.00,1359096449.00,XSTM
1,2022,nms,MS RPOOL (ATS-6),9208241.00,1213279997.00,MSRP
1,2022,nms,JPB-X,20735217.00,1175783290.00,JPBX
1,2022,nms,INSTINET BLOCKCROSS,89988.00,1057162530.00,BLKX
1,2022,nms,DEALERWEB,5101.00,1041492231.00,DLTA
1,2022,nms,LIQUIDNET H2O ATS,82638.00,861865790.00,LQNA
1,2022,nms,BNPP CORTEX ATS,7503721.00,858161252.00,BNPX
1,2022,nms,CBX,3910393.00,676572622.00,ICBX
1,2022,nms,CODA,2612071.00,498241755.00,CODA
1,2022,nms,LIQUIDNET NEGOTIATION ATS,12643.00,386048880.00,LQNT
1,2022,nms,LUMINEX ATS,8899.00,315839790.00,LMNX
1,2022,nms,CITIBLOC,4915.00,75574361.00,CBLC
1,2022,nms,PURESTREAM,3626321.00,56758405.00,PURE
1,2022,nms,BOATS,210374.00,14012281.00,BLUE
1,2022,nms,AQUA,1319.00,13350019.00,AQUA
1,2022,nms,XE,1241.00,9244489.00,PJCX
1,2022,nms,STIFEL X,3106.00,326287.00,STFX
1,2022,nms,CITI-ONE ATS,2.00,200.00,ONEC
1,2022,otc,OTC LINK ECN ATS,1423459.00,15431331933.00,OTCX
1,2022,otc,OTC LINK NQB IDQS,365469.00,7570093524.00,OTCN
1,2022,otc,GLOBAL OTC,2164837.00,770219689.00,ARCA
1,2022,otc,"TZERO ATS, LLC",10535.00,1430785.00,PROS
1,2022,otc,SECURITIZE MARKETS ATS,269.00,141015.00,SMKT
1,2022,otc,"VARIABLE INVESTMENT ADVISORS, INC.",6.00,132500.00,VIAT
1,2022,otc,NORTH CAPITAL PRIVATE SECURITIES CORPORATION,5482.00,73687.00,PPEX
1,2022,otc,"INX SECURITIES, LLC",18.00,3739.00,SWCL
1,2022,otc,STARTENGINE SECONDARY,30.00,1848.00,STEN
1,2022,otc,"FNC AG STOCK, LLC",20.00,528.00,FNCA
1,2022,otc,LEX,109.00,343.00,LEXA
2,2022,nms,UBS ATS,126527525.00,12573485286.00,UBSA
2,2022,nms,SIGMA X2,98805012.00,9893257519.00,SGMT
2,2022,nms,CROSSFINDER,47840481.00,7149775332.00,CROS
2,2022,nms,INTELLIGENT CROSS LLC,67689050.00,6275215589.00,INCR
2,2022,nms,JPM-X,55295974.00,6190377573.00,JPMX
2,2022,nms,LEVEL ATS,38804247.00,5105302949.00,EBXL
2,2022,nms,MS POOL (ATS-4),24855119.00,4939597190.00,MSPL
2,2022,nms,THE BARCLAYS ATS,23440848.00,3326874988.00,LATS
2,2022,nms,VIRTU MATCHIT ATS,20998781.00,3003797772.00,KCGM
2,2022,nms,BIDS ATS,3347297.00,2873016100.00,BIDS
2,2022,nms,IBKR ATS,13169802.00,2773711826.00,IATS
2,2022,nms,MS TRAJECTORY CROSS (ATS-1),10795917.00,2349243747.00,MSTX
2,2022,nms,POSIT,4821192.00,1457668218.00,ITGP
2,2022,nms,INSTINCT X,8763329.00,1429019370.00,MLIX
2,2022,nms,CROSSSTREAM,3451729.00,1355514818.00,XSTM
2,2022,nms,MS RPOOL (ATS-6),10935761.00,1348731526.00,MSRP
2,2022,nms,JPB-X,22130071.00,1343687520.00,JPBX
2,2022,nms,INSTINET BLOCKCROSS,78213.00,869698291.00,BLKX
2,2022,nms,DEALERWEB,4285.00,823006274.00,DLTA
2,2022,nms,LIQUIDNET H2O ATS,91257.00,799622351.00,LQNA
2,2022,nms,BNPP CORTEX ATS,6415497.00,738277682.00,BNPX
2,2022,nms,CBX,3593483.00,629787329.00,ICBX
2,2022,nms,CODA,2792121.00,508624452.00,CODA
2,2022,nms,LIQUIDNET NEGOTIATION ATS,11721.00,337600100.00,LQNT
2,2022,nms,LUMINEX ATS,7255.00,218167977.00,LMNX
2,2022,nms,PURESTREAM,4562409.00,80117243.00,PURE
2,2022,nms,BOATS,252679.00,13522519.00,BLUE
2,2022,nms,AQUA,1358.00,12908014.00,AQUA
2,2022,nms,CITI-ONE ATS,41539.00,8917150.00,ONEC
2,2022,nms,XE,388.00,1899896.00,PJCX
2,2022,nms,STIFEL X,2386.00,277717.00,STFX
2,2022,nms,ONECHRONOS,2.00,200.00,CGXS
3,2022,nms,UBS ATS,114932124.00,10950741581.00,UBSA
3,2022,nms,SIGMA X2,87713275.00,8625152260.00,SGMT
3,2022,nms,INTELLIGENT CROSS LLC,66311166.00,6215475337.00,INCR
3,2022,nms,JPM-X,46998477.00,5567293919.00,JPMX
3,2022,nms,CROSSFINDER,38405628.00,5521099861.00,CROS
3,2022,nms,LEVEL ATS,38810718.00,4723014175.00,EBXL
3,2022,nms,MS POOL (ATS-4),23787439.00,4619413756.00,MSPL
3,2022,nms,THE BARCLAYS ATS,18748690.00,2825216156.00,LATS
3,2022,nms,VIRTU MATCHIT ATS,16313691.00,2588186761.00,KCGM
3,2022,nms,BIDS ATS,3028328.00,2562621615.00,BIDS
3,2022,nms,IBKR ATS,10821134.00,2519692103.00,IATS
3,2022,nms,INSTINCT X,14533848.00,2331118428.00,MLIX
3,2022,nms,MS TRAJECTORY CROSS (ATS-1),10308627.00,2240136918.00,MSTX
3,2022,nms,JPB-X,26153721.00,1528229964.00,JPBX
3,2022,nms,CROSSSTREAM,3479102.00,1380865657.00,XSTM
3,2022,nms,POSIT,4156857.00,1265651523.00,ITGP
3,2022,nms,MS RPOOL (ATS-6),9455823.00,1157120530.00,MSRP
3,2022,nms,DEALERWEB,3870.00,754989196.00,DLTA
3,2022,nms,INSTINET BLOCKCROSS,66366.00,721529747.00,BLKX
3,2022,nms,LIQUIDNET H2O ATS,68703.00,678308360.00,LQNA
3,2022,nms,BNPP CORTEX ATS,4645067.00,561230302.00,BNPX
3,2022,nms,CBX,3139147.00,552898051.00,ICBX
3,2022,nms,CODA,2661365.00,480182958.00,CODA
3,2022,nms,LIQUIDNET NEGOTIATION ATS,10136.00,270915600.00,LQNT
3,2022,nms,CITI-ONE ATS,874364.00,213618105.00,ONEC
3,2022,nms,LUMINEX ATS,6281.00,186425030.00,LMNX
3,2022,nms,PURESTREAM,11301567.00,153376070.00,PURE
3,2022,nms,BOATS,255970.00,13373507.00,BLUE
3,2022,nms,AQUA,818.00,8406487.00,AQUA
3,2022,nms,XE,230.00,6006103.00,PJCX
3,2022,nms,ONECHRONOS,13193.00,1936323.00,CGXS
3,2022,nms,STIFEL X,2564.00,283324.00,STFX
2,2022,otc,OTC LINK ECN ATS,1176004.00,16809804109.00,OTCX
2,2022,otc,GLOBAL OTC,1852050.00,708242049.00,ARCA
2,2022,otc,OTC LINK NQB IDQS,461842.00,167182036.00,OTCN
2,2022,otc,"TZERO ATS, LLC",9112.00,1045292.00,PROS
2,2022,otc,"VARIABLE INVESTMENT ADVISORS, INC.",34.00,351000.00,VIAT
2,2022,otc,"FNC AG STOCK, LLC",66.00,239571.00,FNCA
2,2022,otc,"REALTO SECURITIES, LLC",34.00,120834.00,ALTS
2,2022,otc,NORTH CAPITAL PRIVATE SECURITIES CORPORATION,10054.00,90911.00,PPEX
2,2022,otc,SECURITIZE MARKETS ATS,321.00,63334.00,SMKT
2,2022,otc,LEX,269.00,699.00,LEXA
2,2022,otc,"INX SECURITIES, LLC",4.00,178.00,SWCL
4,2022,nms,UBS ATS,128865810.00,11379001347.00,UBSA
4,2022,nms,SIGMA X2,94328933.00,8830281502.00,SGMT
4,2022,nms,INTELLIGENT CROSS LLC,81037514.00,7267603657.00,INCR
4,2022,nms,JPM-X,47278271.00,5570319229.00,JPMX
4,2022,nms,CROSSFINDER,38153259.00,5198009765.00,CROS
4,2022,nms,LEVEL ATS,36934733.00,4556574078.00,EBXL
4,2022,nms,MS POOL (ATS-4),22400912.00,4226855020.00,MSPL
4,2022,nms,INSTINCT X,24494147.00,3541587457.00,MLIX
4,2022,nms,THE BARCLAYS ATS,19838766.00,2926939771.00,LATS
4,2022,nms,VIRTU MATCHIT ATS,17812707.00,2554122778.00,KCGM
4,2022,nms,BIDS ATS,3112622.00,2545314945.00,BIDS
4,2022,nms,MS TRAJECTORY CROSS (ATS-1),11031698.00,2473397282.00,MSTX
4,2022,nms,IBKR ATS,9587211.00,2418958799.00,IATS
4,2022,nms,JPB-X,12847521.00,1606115794.00,JPBX
4,2022,nms,CROSSSTREAM,3673549.00,1568390146.00,XSTM
4,2022,nms,POSIT,3749010.00,1171629252.00,ITGP
4,2022,nms,MS RPOOL (ATS-6),8163941.00,1084965993.00,MSRP
4,2022,nms,DEALERWEB,4306.00,875855422.00,DLTA
4,2022,nms,INSTINET BLOCKCROSS,72352.00,764367936.00,BLKX
4,2022,nms,LIQUIDNET H2O ATS,64897.00,664537600.00,LQNA
4,2022,nms,BNPP CORTEX ATS,6143852.00,658752444.00,BNPX
4,2022,nms,PURESTREAM,19313645.00,539423160.00,PURE
4,2022,nms,CBX,2492445.00,477590245.00,ICBX
4,2022,nms,CODA,2555442.00,437315353.00,CODA
4,2022,nms,LIQUIDNET NEGOTIATION ATS,9393.00,255511620.00,LQNT
4,2022,nms,LUMINEX ATS,7727.00,218451531.00,LMNX
4,2022,nms,CITI-ONE ATS,1275455.00,214096767.00,ONEC
4,2022,nms,BOATS,366244.00,25775202.00,BLUE
4,2022,nms,ONECHRONOS,162760.00,24488509.00,CGXS
4,2022,nms,XE,314.00,2691694.00,PJCX
4,2022,nms,STIFEL X,1764.00,244081.00,STFX
4,2022,nms,IBKR EOS ATS,293.00,35503.00,IEOS
1,2023,nms,UBS ATS,148895948.00,12271072786.00,UBSA
1,2023,nms,SIGMA X2,109662665.00,9435905726.00,SGMT
1,2023,nms,INTELLIGENT CROSS LLC,95861775.00,8688431720.00,INCR
1,2023,nms,JPM-X,49347977.00,5739353878.00,JPMX
1,2023,nms,LEVEL ATS,41462657.00,5037906649.00,EBXL
1,2023,nms,CROSSFINDER,32528582.00,4434386870.00,CROS
1,2023,nms,MS POOL (ATS-4),23067297.00,4383089541.00,MSPL
1,2023,nms,INSTINCT X,25520843.00,3949120361.00,MLIX
1,2023,nms,THE BARCLAYS ATS,25389840.00,2934463482.00,LATS
1,2023,nms,BIDS ATS,3147004.00,2769688838.00,BIDS
1,2023,nms,MS TRAJECTORY CROSS (ATS-1),11152058.00,2562498754.00,MSTX
1,2023,nms,IBKR ATS,10160283.00,2498880758.00,IATS
1,2023,nms,VIRTU MATCHIT ATS,15809369.00,2431465279.00,KCGM
1,2023,nms,CROSSSTREAM,3844305.00,1561252058.00,XSTM
1,2023,nms,JPB-X,9584959.00,1272537032.00,JPBX
1,2023,nms,POSIT,4061459.00,1247147185.00,ITGP
1,2023,nms,MS RPOOL (ATS-6),7833144.00,998976209.00,MSRP
1,2023,nms,PURESTREAM,23494042.00,900671305.00,PURE
1,2023,nms,DEALERWEB,4119.00,839690348.00,DLTA
1,2023,nms,INSTINET BLOCKCROSS,74136.00,818881916.00,BLKX
1,2023,nms,LIQUIDNET H2O ATS,64465.00,697870600.00,LQNA
1,2023,nms,BNPP CORTEX ATS,11860977.00,676428372.00,BNPX
1,2023,nms,CBX,2832808.00,569397271.00,ICBX
1,2023,nms,CODA,2396495.00,385072451.00,CODA
1,2023,nms,LIQUIDNET NEGOTIATION ATS,10803.00,280630300.00,LQNT
1,2023,nms,LUMINEX ATS,9728.00,259856467.00,LMNX
1,2023,nms,CITI-ONE ATS,2026494.00,241525156.00,ONEC
1,2023,nms,BOATS,2102402.00,158619371.00,BLUE
1,2023,nms,ONECHRONOS,643194.00,94742118.00,CGXS
1,2023,nms,XE,38.00,421295.00,PJCX
1,2023,nms,STIFEL X,1273.00,198131.00,STFX
1,2023,nms,IBKR EOS ATS,631.00,166376.00,IEOS
3,2022,otc,OTC LINK ECN ATS,1005134.00,18034586428.00,OTCX
3,2022,otc,OTC LINK NQB IDQS,531768.00,4404732637.00,OTCN
3,2022,otc,GLOBAL OTC,1646371.00,652044134.00,ARCA
3,2022,otc,"FNC AG STOCK, LLC",132.00,972133.00,FNCA
3,2022,otc,"TZERO ATS, LLC",7768.00,733685.00,PROS
3,2022,otc,"VARIABLE INVESTMENT ADVISORS, INC.",36.00,351507.00,VIAT
3,2022,otc,NORTH CAPITAL PRIVATE SECURITIES CORPORATION,37615.00,213568.00,PPEX
3,2022,otc,SECURITIZE MARKETS ATS,279.00,109874.00,SMKT
3,2022,otc,"REALTO SECURITIES, LLC",23.00,84073.00,ALTS
3,2022,otc,"INX SECURITIES, LLC",4.00,904.00,SWCL
3,2022,otc,LEX,237.00,559.00,LEXA
1,2023,nms,OTC LINK ECN ATS,1.00,1000.00,OTCX
2,2023,nms,UBS ATS,164237870.00,11641755080.00,UBSA
2,2023,nms,SIGMA X2,119981745.00,9132309866.00,SGMT
2,2023,nms,INTELLIGENT CROSS LLC,111134309.00,8564688369.00,INCR
2,2023,nms,JPM-X,55748333.00,5571118241.00,JPMX
2,2023,nms,LEVEL ATS,45796182.00,5004351652.00,EBXL
2,2023,nms,INSTINCT X,29897362.00,4255774240.00,MLIX
2,2023,nms,MS POOL (ATS-4),22178610.00,4174133310.00,MSPL
2,2023,nms,THE BARCLAYS ATS,33963140.00,3137657825.00,LATS
2,2023,nms,MS TRAJECTORY CROSS (ATS-1),11687889.00,2612942320.00,MSTX
2,2023,nms,BIDS ATS,2979594.00,2440008400.00,BIDS
2,2023,nms,VIRTU MATCHIT ATS,15627429.00,2127938305.00,KCGM
2,2023,nms,IBKR ATS,8688830.00,1995040574.00,IATS
2,2023,nms,CROSSFINDER,11903878.00,1393833972.00,CROS
2,2023,nms,CROSSSTREAM,3638367.00,1251474555.00,XSTM
2,2023,nms,PURESTREAM,30834243.00,1166278773.00,PURE
2,2023,nms,JPB-X,8454035.00,1148468625.00,JPBX
2,2023,nms,POSIT,3703906.00,1122875659.00,ITGP
2,2023,nms,MS RPOOL (ATS-6),7417479.00,925903564.00,MSRP
2,2023,nms,DEALERWEB,4160.00,852127238.00,DLTA
2,2023,nms,INSTINET BLOCKCROSS,67960.00,723177820.00,BLKX
2,2023,nms,LIQUIDNET H2O ATS,73649.00,669823680.00,LQNA
2,2023,nms,BNPP CORTEX ATS,6268260.00,632606531.00,BNPX
2,2023,nms,CBX,3439788.00,552856210.00,ICBX
2,2023,nms,BOATS,4238927.00,421386261.00,BLUE
2,2023,nms,CITI-ONE ATS,3508067.00,387325772.00,ONEC
2,2023,nms,CODA,2075227.00,312853890.00,CODA
2,2023,nms,ONECHRONOS,3255565.00,305628723.00,CGXS
2,2023,nms,LIQUIDNET NEGOTIATION ATS,10697.00,273865300.00,LQNT
2,2023,nms,LUMINEX ATS,8995.00,228444170.00,LMNX
2,2023,nms,XE,708.00,11767390.00,PJCX
2,2023,nms,IBKR EOS ATS,5104.00,748611.00,IEOS
2,2023,nms,STIFEL X,689.00,90447.00,STFX
3,2023,nms,UBS ATS,200522276.00,12277884545.00,UBSA
3,2023,nms,INTELLIGENT CROSS LLC,126665060.00,9210106975.00,INCR
3,2023,nms,SIGMA X2,132763701.00,8626449406.00,SGMT
